ciudad,idprovincia,codeid,latitude,longitude
"Juan Simons Vela Airport",22,,-6.06786,-77.15998
Juanjuí,22,,-7.17697,-76.72774
"Juanjuí Airport",22,,-7.1691,-76.72856
"Julcán Province",13,,-8.17238,-78.46356
Juliaca,21,,-15.5,-70.13333
Junín,12,,-11.15895,-75.99304
"Junín Province",12,,-11.02112,-75.93779
"La Convención Province",8,,-12.34457,-72.90429
"La Libertad",13,,-8,-78.5
"La Mar Province",5,,-13.03312,-73.70571
"La Oroya",12,,-11.51893,-75.89935
"La Peca",1,,-5.61111,-78.435
"La Rinconada",21,,-14.63126,-69.44638
"La Unión Province",4,,-15.05583,-72.79345
"Lago Alcacocha",19,,-10.59172,-76.32317
"Lago Sachavacayoc",17,,-12.89548,-69.36055
"Lago Valencia",17,,-12.43616,-68.81973
"Lago Yauricocha",12,,-11.95,-75.91667
"Laguna Acucocha",19,,-10.775,-76.53917
"Laguna Almilla",4,,-15.10734,-72.00196
"Laguna Amayuni",8,,-13.81497,-70.99405
"Laguna Aricota",23,,-17.35616,-70.2839
"Laguna Carhuacocha",10,,-10.24472,-76.86556
"Laguna Ccaraccocha",9,,-13.36366,-75.09037
"Laguna Chauya",25,,-8.9634,-74.25641
"Laguna Chinancocha",10,,-10.0445,-76.4072
"Laguna Choclococha",9,,-13.20365,-75.07691
"Laguna Conococha",2,,-10.12792,-77.28046
"Laguna de Parinacochas",5,,-15.29246,-73.69797
"Laguna Huascacocha",19,,-11.0895,-76.41123
"Laguna Imiria",25,,-8.86417,-74.3025
"Laguna Lagunillas",21,,-15.72432,-70.74291
"Laguna Langui Layo",8,,-14.47611,-71.22389
"Laguna Lauricocha",10,,-10.31319,-76.69626
"Laguna Loriscota",21,,-16.86918,-70.03722
"Laguna Marcapomacocha",12,,-11.40205,-76.3465
"Laguna Naticocha",19,,-11.02969,-76.42823
"Laguna Paca",12,,-11.72798,-75.50795
"Laguna Pacchalla",9,,-13.4,-75.1
"Laguna Pacucha",3,,-13.61145,-73.31899
"Laguna Parcco",5,,-14.65155,-73.69446
"Laguna Patarcocha",10,,-10.3904,-76.75999
"Laguna Pías",13,,-7.90472,-77.55139
"Laguna Pocchaya",9,,-13.43717,-75.094
"Laguna Pomacanchi",8,,-14.00194,-71.54444
"Laguna Punrún",19,,-10.84366,-76.49149
"Laguna Rimachuima",16,,-4.41956,-76.70046
"Laguna Sauce",22,,-6.70611,-76.21778
"Laguna Sausacocha",13,,-7.795,-77.99
"Laguna Sibinacocha",8,,-13.85139,-71.02944
"Laguna Singrenacocha",8,,-13.66,-71.15944
"Laguna Soracocha",21,,-14.51446,-69.61182
"Laguna Suches",23,,-16.92792,-70.39456
"Laguna Suytuccocha",3,,-13.82599,-73.27463
"Laguna Tiranipampa",5,,-13.83333,-74.16667
"Laguna Ucumarini",18,,-16.38625,-70.40347
"Laguna Vilacota",23,,-17.13972,-70.03639
"Laguna Vilafro",4,,-15.20389,-71.87972
"Lake Junín",12,,-11.01523,-76.10749
"Lamas Province",22,,-6.2206,-76.45822
Lambayeque,14,,-6.70111,-79.90611
"Lambayeque Province",14,,-6.18756,-79.97486
"Lampa Province",21,,-15.39462,-70.62606
"Las Malvinas/Echarate Airport",8,,-11.8547,-72.9397
"Lauricocha Province",10,,-10.20055,-76.70359
"Leoncio Prado Province",10,,-9.14859,-76
"Lieutenant General Gerardo Pérez Pinedo Airport",25,,-10.72912,-73.7665
Lima,15,,-12.0179,-76.90432
"Lima region",15,,-11.85,-76.45
Loreto,16,,-4,-74.5
"Loreto Province",16,,-4.05956,-75.14965
"Lucanas Province",5,,-14.61805,-74.35567
"Luya Province",1,,-6.34222,-78.06806
"Machu Picchu",8,,-13.16357,-72.54574
Machupicchu,8,,-13.15549,-72.52416
"Madre de Dios",17,,-12,-70.25
"Manú National Park",17,,-12.04201,-71.78741
"Manú Province",17,,-12.26595,-71.29033
"Manuel Prado Airport",12,,-11.32643,-74.5352
"Marañón Province",10,,-8.71916,-76.68794
"Maria Reiche Neuman Airport",11,,-14.854,-74.9615
"Mariscal Cáceres Province",22,,-7.2739,-77.18216
"Mariscal Luzuriaga Province",2,,-8.86949,-77.27552
"Mariscal Nieto Province",18,,-17.02573,-70.80488
"Mariscal Ramón Castilla Province",16,,-3.92682,-71.70057
"Maynas Province",16,,-2.87238,-73.97295
"Megantoni National Sanctuary",8,,-12.26088,-72.28375
"Melgar Province",21,,-14.67558,-70.70322
Misti,4,,-16.29712,-71.41075
Moho,21,,-15.33508,-69.3803
"Moisés Benzaquén Rengifo Airport",16,,-5.89377,-76.11821
Mollendo,4,,-17.02306,-72.01472
Monsefú,14,,-6.87431,-79.86871
Moquegua,18,,-17.19832,-70.93567
"Moquegua Department",18,,-16.83662,-70.91992
"Morropón Province",20,,-5.2383,-80.00638
Moyobamba,22,,-6.03416,-76.97168
"Moyobamba Airport",22,,-6.01889,-76.98833
"Moyobamba Province",22,,-5.90527,-76.99051
"Nasca Province",11,,-14.95533,-75.09131
Nazca,11,,-14.83098,-74.93895
"Nevado Achacollo",23,,-17.53265,-69.8589
"Nevado Alcay",12,,-11.29729,-76.47365
"Nevado Amparay",8,,-13.38333,-72.66667
"Nevado Ampato",4,,-15.82167,-71.87944
"Nevado Ampay",3,,-13.55776,-72.93092
"Nevado Ananta",4,,-15.83972,-71.665
"Nevado Ancovilca",15,,-12.17972,-75.87889
"Nevado Antarazo",9,,-12.93345,-75.12964
"Nevado Anticona",12,,-11.58639,-76.1875
"Nevado Auquitaipe",23,,-17.48278,-69.84222
"Nevado Auxilio",15,,-10.30556,-76.96528
"Nevado Auzangate",8,,-13.78828,-71.22866
"Nevado Azulcocha",8,,-13.22278,-73.115
"Nevado Barroso",23,,-17.55528,-69.87056
"Nevado Bonanta",8,,-13.1725,-72.40083
"Nevado Calcha",4,,-15.92351,-71.44324
"Nevado Callas",12,,-11.48965,-76.25209
"Nevado Cancave",23,,-17.02263,-70.14272
"Nevado Capacsaya",8,,-13.18889,-72.11167
"Nevado Caramarca Chico",15,,-10.32639,-76.92806
"Nevado Carnicero",10,,-10.30861,-76.88139
"Nevado Cashpe",15,,-11.51,-76.36667
"Nevado Ccarhuaraso",5,,-14.33174,-73.76334
"Nevado Cercacerca",21,,-16.54464,-70.18141
"Nevado Chachani",4,,-16.19498,-71.53156
"Nevado Chequiarajo",2,,-9.17194,-77.55806
"Nevado Chicon",8,,-13.23111,-72.0575
"Nevado Choquetacarpo",8,,-13.25,-72.88333
"Nevado Choquezafra",8,,-13.22611,-73.21361
"Nevado Chuquiananta",23,,-17.08302,-70.46048
"Nevado Citac",9,,-12.80201,-75.23563
"Nevado Cochas",12,,-11.92397,-75.02701
"Nevado Coisopacana",8,,-13.33333,-73.05
"Nevado Condorcota",8,,-14.35944,-71.02694
"Nevado Coropuna",4,,-15.54699,-72.66156
"Nevado Cullec",12,,-11.90344,-75.89861
"Nevado Culluncuya",4,,-15.45278,-71.80944
"Nevado Cunurana",21,,-14.54809,-70.8319
"Nevado Cuyoc",15,,-10.37889,-76.87417
"Nevado de Tuco",2,,-9.86667,-77.2
"Nevado Diablo Mudo",2,,-10.2986,-76.98195
"Nevado El Fraile",23,,-17.63861,-69.79778
"Nevado Esquina",8,,-13.255,-72.36806
"Nevado Firura",4,,-15.23608,-72.64069
"Nevado Halancoma",8,,-13.18417,-72.2525
"Nevado Huacrish",2,,-10.29806,-76.96311
"Nevado Huacshah",15,,-10.40615,-76.93578
"Nevado Huaguruncho",19,,-10.53106,-75.93135
"Nevado Huajayhuillca",8,,-13.16417,-72.37
"Nevado Huajrahuire",4,,-14.975,-72.20694
"Nevado Hualahuantay",8,,-14.37315,-71.0156
"Nevado Hualca Hualca",4,,-15.7202,-71.8606
"Nevado Hualcán",2,,-9.20306,-77.51833
"Nevado Huamalla",15,,-12.26083,-75.92361
"Nevado Huancarcocha",15,,-12.58486,-75.79078
"Nevado Huancune",23,,-17.59519,-69.78926
"Nevado Huarancante",4,,-15.73333,-71.52278
"Nevado Huayanay",8,,-13.29083,-72.39972
"Nevado Huayquera",21,,-15.34774,-70.70896
"Nevado Huaytapallana",12,,-11.90817,-75.05404
"Nevado Huayunca",3,,-14.61604,-72.50201
"Nevado Huerta Pata",21,,-14.24177,-69.78139
"Nevado Humantay",8,,-13.36667,-72.6
"Nevado Iñuma",23,,-17.46089,-69.83915
"Nevado Iscailarjanco",21,,-17.00717,-70.09974
"Nevado Jahui",15,,-10.85139,-76.58667
"Nevado Jaico",12,,-11.80196,-76.04407
"Nevado Jalahuana",21,,-14.32583,-69.73472
"Nevado Jatun Sallica",8,,-14.12383,-70.80622
"Nevado Jatunpauca",15,,-12.14583,-75.95167
"Nevado Jirishanca",10,,-10.23716,-76.90525
"Nevado Jirishanca Chico",10,,-10.22972,-76.89175
"Nevado Jitpa",12,,-11.37616,-76.41917
"Nevado Jullutahuarco",15,,-10.32583,-76.97444
"Nevado Jurau",10,,-10.325,-76.87361
"Nevado la Chonta",12,,-11.49787,-76.37667
"Nevado la Fila",15,,-11.47665,-76.44373
"Nevado Lalaccotuna",12,,-11.89806,-74.85
"Nevado Lazo Tumi",12,,-11.94361,-74.82694
"Nevado Lazopata",12,,-11.70583,-74.875
"Nevado León Huaccanan",10,,-10.40639,-76.80528
"Nevado Lloccesa",21,,-14.14778,-70.57472
"Nevado Marconi",8,,-13.15833,-72.35139
"Nevado Mishipañahuin",12,,-11.35852,-76.32182
"Nevado Mismi",4,,-15.52528,-71.69083
"Nevado Moyoc",8,,-13.35417,-72.36111
"Nevado Ñausacocha",19,,-10.48028,-75.9425
"Nevado Ninashanca",10,,-10.21333,-76.91417
"Nevado Norma",12,,-11.92651,-76.05548
"Nevado Ocobamba",8,,-13.34389,-72.43917
"Nevado Ojocata",12,,-11.86528,-76.02556
"Nevado Ouepala Punta",15,,-12.30167,-75.91528
"Nevado Padrecaca",15,,-12.23444,-75.93278
"Nevado Panchacoto",15,,-11.91028,-76.05444
"Nevado Panta",8,,-13.245,-73.09
"Nevado Pitita",12,,-11.44033,-74.98472
"Nevado Poroquingua",2,,-9.14861,-77.52194
"Nevado Pucacocha",12,,-11.55389,-76.2275
"Nevado Pugosh",12,,-11.51111,-76.11611
"Nevado Puihuan",12,,-11.85598,-75.0446
"Nevado Pumahuanja",8,,-13.18806,-72.13778
"Nevado Puscanturpo",15,,-10.36694,-76.86389
"Nevado Putaca",2,,-9.0025,-77.71333
"Nevado Putca",12,,-11.82944,-76.04639
"Nevado Putcacocha",12,,-11.87123,-75.07386
"Nevado Puypuy",12,,-11.53056,-76.10972
"Nevado Quehuisha",4,,-15.52611,-71.75944
"Nevado Quesillojanca",10,,-10.41889,-76.8
"Nevado Quillca",8,,-14.36667,-71.01222
"Nevado Rajo Cutac",2,,-10.00849,-77.17582
"Nevado Rasac",10,,-10.27528,-76.92083
"Nevado Riticocha",8,,-13.76642,-70.57602
"Nevado Rondoy",10,,-10.22528,-76.91611
"Nevado Sacsarayoc",8,,-13.23583,-72.81889
"Nevado Salcantay",8,,-13.69959,-71.09438
"Nevado Sapojahuana",4,,-15.1675,-72.68361
"Nevado Sara Sara",5,,-15.32592,-73.44295
"Nevado Sarapo",10,,-10.30417,-76.89472
"Nevado Sepregina",4,,-15.5275,-71.91722
"Nevado Shahuac",12,,-11.56194,-76.16583
"Nevado Sirihuani",8,,-13.19917,-72.04472
"Nevado Siula Grande",10,,-10.29444,-76.89111
"Nevado Solimana",4,,-15.41,-72.89361
"Nevado Suerococha",2,,-10.28611,-76.97611
"Nevado Suiricocha",15,,-11.9475,-76.05333
"Nevado Terijuay",8,,-13.0009,-72.22045
"Nevado Ticaco",23,,-17.35083,-70.04333
"Nevado Ticlla",15,,-12.25917,-75.95861
"Nevado Toro",15,,-12.60657,-75.76559
"Nevado Toroyoc",15,,-12.41972,-75.665
"Nevado Trapecio",10,,-10.33778,-76.86917
"Nevado Tsacra Chico",2,,-10.27926,-76.93799
"Nevado Tunshu",12,,-11.8931,-75.98377
"Nevado Tutallipina",8,,-14.04194,-70.85333
"Nevado Ulta",2,,-9.15778,-77.52889
"Nevado Umán",15,,-12.17694,-75.91611
"Nevado Upianca",15,,-12.54475,-75.78596
"Nevado Utcohuarco",12,,-11.735,-74.94889
"Nevado Verónica",8,,-13.16417,-72.32611
"Nevado Yahuina",2,,-9.22333,-77.51639
"Nevado Yanapaccha",2,,-9.02028,-77.58417
"Nevado Yanashinga",12,,-11.57639,-76.1725
"Nevado Yanaulo",12,,-11.91278,-74.82028
"Nevado Yantauri",10,,-10.32028,-76.89556
"Nevado Yantayo",12,,-11.83194,-76.06306
"Nevado Yerupajá Chico",10,,-10.25222,-76.90278
"Nevado Yuraccocha",12,,-11.57167,-76.21444
"Nevados Acospalca",15,,-12.22417,-75.99111
"Nevados Altarniyoc",15,,-12.21528,-75.93639
"Nevados Casiri",23,,-17.47075,-69.80087
"Nevados Chopicallqui",2,,-9.08764,-77.57364
"Nevados de Coalaque",18,,-16.5,-70.95
"Nevados Otoshmicunan",15,,-11.88083,-76.26528
"Nevados Paljay",8,,-13.32,-72.49778
"Nudo de Quenamari",21,,-14.15,-70.38333
Ocros,2,,-10.48906,-77.4295
Ollantaytambo,8,,-13.25722,-72.26306
"Otuzco Province",13,,-7.90457,-78.56362
"Oxapampa Province",19,,-10.29505,-74.94933
"Oyón Province",15,,-10.75869,-76.87634
Pacasmayo,13,,-7.40056,-79.57139
"Pacasmayo Province",13,,-7.42654,-79.44151
Pachacamac,15,,-12.22559,-76.85755
"Pachitea Province",10,,-9.95262,-75.8139
"Padre Abad",25,,-8.7968,-75.4285
Paita,20,,-5.08917,-81.11444
"Paita Province",20,,-5.10189,-81.09695
"Pallasca Province",2,,-8.31738,-77.90497
"Palpa Province",11,,-14.37519,-75.17624
"Paracas National Reserve",11,,-13.86141,-76.31653
Paramonga,15,,-10.66667,-77.83333
"Parinacochas Province",5,,-15.02965,-73.63487
"Parque Nacional Cerros de Amotape",20,,-4.14064,-80.58721
"Paruro Province",8,,-13.89274,-71.91348
Pasco,19,,-10.5,-75.25
"Pasco Province",19,,-10.7225,-76.11364
Patallacta,8,,-13.23139,-72.43139
"Pataz Province",13,,-8.20959,-77.32908
Pativilca,15,,-10.7,-77.78333
"Paucar del Sara Sara Province",5,,-15.12275,-73.26177
"Paucartambo Province",8,,-13.15071,-71.51398
Picota,22,,-6.90221,-76.25573
Pisco,2,,-9.00972,-77.6325
"Pisco Province",11,,-13.80377,-75.94264
Piura,20,,-5,-80.33333
"Piura International Airport",20,,-5.20575,-80.61644
"Piura Province",20,,-5.21416,-80.40617
"Pomabamba Province",2,,-8.82311,-77.47559
"Provincia de Castrovirreyna",9,,-13.14535,-75.40598
"Provincia de Chincha",11,,-13.31791,-75.9393
"Provincia de Contralmirante Villar",24,,-3.98298,-80.72448
"Provincia de Coronel Portillo",25,,-8.70238,-73.9459
"Provincia de Dos de Mayo",10,,-9.64548,-76.70959
"Provincia de Santa",2,,-8.95746,-78.27765
"Provincia de Santiago de Chuco",13,,-8.16636,-78.15429
"Provincia de Tacna",23,,-17.97804,-70.25882
"Provincia de Talara",20,,-4.46346,-81.08759
"Provincia de Trujillo",13,,-8.07004,-78.90444
"Provincia de Tumbes",24,,-3.79254,-80.43368
"Provincia de Yauyos",15,,-12.50281,-75.9011
"Provincia de Zarumilla",24,,-3.68262,-80.24681
Pucallpa,25,,-8.37915,-74.55387
"Pueblo Viejo Altos de Pacayura",4,,-16.01117,-72.6847
"Puerto Inca Province",10,,-9.36696,-75.08958
"Puerto Maldonado",17,,-12.61361,-69.22861
"Puerto Yanama",8,,-13.33333,-72.78333
Puno,21,,-15,-70
"Puno Province",21,,-16.13092,-70.08682
Puquio,5,,-14.7,-74.13333
"Purús District",25,,-10.37331,-71.58231
"Putumayo Province",16,,-2.45046,-72.66729
"Quince Air Base",8,,-13.2333,-70.7533
"Quispicanchi Province",8,,-13.56821,-70.98883
"Recuay Province",2,,-9.95959,-77.42517
"Requena Province",16,,-5.96597,-73.94121
"Rio Abiseo National Park",22,,-7.68151,-77.28661
Rioja,22,,-6.05675,-77.16651
"Rioja Province",22,,-5.87344,-77.46771
"Rodríguez Ballón International Airport",4,,-16.34361,-71.56863
"Rodríguez de Mendoza Province",1,,-6.36524,-77.44751
"Salinas and Aguada Blanca National Reservation",4,,-16.1021,-71.219
"San Antonio de Putina Province",21,,-14.71175,-69.61559
"San Francisco De Borja",15,,-12.08911,-76.99876
"San Ignacio Province",6,,-5.19925,-78.96065
"San Isidro",15,,-12.09655,-77.04258
"San Juan",16,,-3.77611,-73.28139
"San Juan Airport",11,,-15.35906,-75.13464
"San Juan de Marcona",11,,-15.36528,-75.16222
"San Marcos Province",6,,-7.28278,-78.06054
"San Martin",20,,-5.18591,-80.66927
"San Martín Department",22,,-7,-76.83333
"San Martín Province",22,,-6.59184,-75.77956
"San Miguel Province",6,,-6.97979,-78.98192
"San Nicolas Airport",1,,-6.39231,-77.5012
"San Pablo Province",6,,-7.0751,-78.74922
"San Pedro de Lloc",13,,-7.4289,-79.50416
"San Ramón",12,,-11.12417,-75.35733
"San Román Province",21,,-15.70792,-70.43109
"San Vicente de Cañete",15,,-13.07556,-76.38528
Saña,14,,-6.91888,-79.582
"Sánchez Carrión Province",13,,-7.78538,-77.92586
"Sandia Province",21,,-13.8429,-69.32376
"Santa Ana",8,,-12.86667,-72.71667
"Santa Anita - Los Ficus",15,,-12.05048,-76.97335
"Santa Cruz",2,,-8.89429,-77.7083
"Santa Cruz Province",6,,-6.68125,-78.97767
"Santa María",15,,-12.00538,-76.89329
"Santa Maria Airport",15,,-12.39148,-76.75579
"Santiago de Surco",15,,-12.13588,-77.00742
"Santuario Nacional Manglares de Tumbes",24,,-3.5,-80.48333
"Saposoa Airport",22,,-6.96003,-76.7684
Satipo,12,,-11.25222,-74.63861
"Satipo Province",12,,-11.567,-74.09367
Sayán,15,,-11.13333,-77.1946
Sechura,20,,-5.87051,-80.67181
Sicuani,8,,-14.26944,-71.22611
"Sihuas Province",2,,-8.48298,-77.567
"Sucre Province",5,,-14.103,-73.786
Sullana,20,,-4.90389,-80.68528
"Sullana Province",20,,-4.57657,-80.63051
"Tabaconas Namballe National Sanctuary",6,,-5.157,-79.273
Tacna,23,,-17.66667,-70.33333
"Tacna International Airport",23,,-18.05306,-70.27556
"Tahuamanu Province",17,,-11.23086,-70.25752
Talara,20,,-4.57722,-81.27194
"Talara Airport",20,,-4.57664,-81.25414
"Tambopata-Candamo Nature Reserve",17,,-12.9,-69.33333
"Tambopata District",17,,-12.04945,-70.28279
"Tambopata National Reserve",17,,-12.90686,-69.41986
"Tambopata Province",17,,-12.19948,-70.05006
Taquile,21,,-15.76667,-69.68333
Tarapoto,22,,-6.50874,-76.37325
"Tarata Province",23,,-17.40978,-69.98273
Tarma,12,,-11.41899,-75.68992
"Tarma Province",12,,-11.40562,-75.69129
"Tayacaja Province",9,,-12.24202,-74.76755
"Tingo María",10,,-9.29532,-75.99574
"Tingo María Airport",10,,-9.28708,-76.00477
"Tingo Maria National Park",10,,-9.36769,-75.99844
Tinyahuarco,19,,-10.76771,-76.27523
Tocache,22,,-8.2493,-76.63451
"Trompeteros Airport",16,,-3.80611,-75.04023
Trujillo,13,,-8.11599,-79.02998
"Trujillo International Airport",13,,-8.08141,-79.10876
Tumbes,24,,-3.83333,-80.5
"Tumbes Airport",24,,-3.55253,-80.38136
Ucayali,25,,-9.75,-73.5
"Ucayali Province",16,,-7.30705,-75.37762
"Uchiza Airport",22,,-8.47373,-76.46047
"Urubamba Province",8,,-13.24043,-72.25995
"Utcubamba Province",1,,-5.77031,-78.3285
"Víctor Fajardo Province",5,,-13.70852,-74.24719
"Vilcas Huamán Province",5,,-13.632,-73.888
Vinicunca,8,,-13.87433,-71.30045
Virú,13,,-8.41554,-78.75201
"Virú Province",13,,-8.52199,-78.60355
"Volcán Ticsani",18,,-16.76587,-70.60189
"Volcán Tutupaca",23,,-17.02556,-70.37222
"Volcán Ubinas",18,,-16.355,-70.90305
"Volcán Yucamane",23,,-17.1825,-70.19889
Yanacancha,10,,-10.24111,-76.64556
"Yarowilca Province",10,,-9.80263,-76.59516
"Yauli Province",12,,-11.52788,-76.09648
Yauri,8,,-14.79083,-71.40986
Yerupajá,10,,-10.26889,-76.905
"Yungay Province",2,,-9.189,-77.73298
Yunguyo,21,,-16.25,-69.08333
Yurimaguas,16,,-5.90181,-76.12234
