"cuenta";"descripcion";"cuentaesp"
"3952";"Depreciación acumulada - costo";""
"39520";"Plantas productoras";""
"39521";"Edificaciones";""
"39522";"Instalaciones";""
"39523";"Mejoras en locales arrendados";""
"39524";"Maquinarias y equipos de explotación";""
"39525";"Unidades de transporte";""
"39526";"Muebles y enseres";""
"39527";"Equipos diversos";""
"39528";"Herramientas";""
"39529";"Unidades de reemplazo";""
"3953";"Propiedad, planta y equipo - revaluación";""
"39530";"Plantas productoras";""
"39531";"Edificaciones";""
"39532";"Instalaciones";""
"39533";"Mejoras en locales arrendados";""
"39534";"Maquinarias y equipos de explotación";""
"39535";"Unidades de transporte";""
"39536";"Muebles y enseres";""
"39537";"Equipos diversos";""
"39538";"Herramientas y unidades de reemplazo";""
"3954";"Propiedad, planta y equipo - costo de financiación";""
"39540";"Plantas productoras";""
"39541";"Edificaciones";""
"39542";"Maquinarias y equipos de explotación";""
"3955";"Propiedad, planta y equipo - valor razonable";""
"39550";"Plantas productoras";""
"396";"Amortización acumulada";""
"3961";"Intangibles – costo";""
"39611";"Concesiones, licencias y otros derechos";""
"39612";"Patentes y propiedad industrial";""
"39613";"Programas de computadora (software)";""
"39614";"Costos de exploración y desarrollo";""
"39615";"Fórmulas, diseños y prototipos";""
"39619";"Otros activos intangibles";""
"3962";"Intangibles – revaluación";""
"39621";"Concesiones, licencias y otros derechos";""
"39622";"Patentes y propiedad industrial";""
"39623";"Programas de computadora (software)";""
"39624";"Costos de exploración y desarrollo";""
"39625";"Fórmulas, diseños y prototipos";""
"39629";"Otros activos intangibles";""
"3963";"Intangibles – costos de financiación";""
"39633";"Programas de computadora";""
"39634";"Costos de exploración";""
"39635";"Costos de desarrollo";""
"398";"Depreciación acumulada - activos biológicos en producción";""
"3981";"Activos biológicos en producción - costo";""
"39811";"Activos biológicos en producción";""
"4";"Pasivo";""
"40";"Tributos, contraprestaciones y aportes al sistema pÚblico de pensiones y de salud por pagar";""
"401";"Gobierno nacional";""
"4011";"Impuesto general a las ventas";""
"40111";"Igv – cuenta propia";""
"40112";"Igv – servicios prestados por no domiciliados";""
"40113";"Igv – régimen de percepciones";""
"40114";"Igv – régimen de retenciones";""
"40115";"Igv – importaciones";""
"40116";"Igv – destinado a operaciones gravadas";""
"40117";"Igv - destinado a operaciones comunes";""
"4012";"Impuesto selectivo al consumo";""
"4015";"Derechos aduaneros";""
"40151";"Derechos arancelarios";""
"40152";"Otros derechos arancelarios";""
"4017";"Impuesto a la renta";""
"40171";"Renta de tercera categoría";""
"40172";"Renta de cuarta categoría";""
"40173";"Renta de quinta categoría";""
"40174";"Renta de no domiciliados";""
"40175";"Otras retenciones";""
"4018";"Otros impuestos y contraprestaciones";""
"40181";"Impuesto a las transacciones financieras";""
"40182";"Impuesto a los juegos de casino y tragamonedas";""
"40183";"Tasas por la prestación de servicios públicos";""
"40184";"Regalías";""
"40185";"Impuesto a los dividendos";""
"40186";"Impuesto temporal a los activos netos";""
"40189";"Otros impuestos";""
"402";"Certificados tributarios";""
"403";"Instituciones públicas";""
"4031";"Essalud";""
"4032";"Onp";""
"4033";"Contribución al senati";""
"4034";"Contribución al sencico";""
"4039";"Otras instituciones";""
"405";"Gobiernos regionales";""
"406";"Gobiernos locales";""
"4061";"Impuestos";""
"40611";"Impuesto al patrimonio vehicular";""
"40612";"Impuesto a las apuestas";""
"40613";"Impuesto a los juegos";""
"40614";"Impuesto de alcabala";""
"40615";"Impuesto predial";""
"40616";"Impuesto a los espectáculos públicos no deportivos";""
"4062";"Contribuciones";""
"4063";"Tasas";""
"40631";"Licencia de apertura de establecimientos";""
"40632";"Transporte público";""
"40633";"Estacionamiento de vehículos";""
"40634";"Servicios públicos o arbitrios";""
"40635";"Servicios administrativos o derechos";""
"409";"Otros costos administrativos e intereses";""
"41";"Remuneraciones y participaciones por pagar";""
"411";"Remuneraciones por pagar";""
"4111";"Sueldos y salarios por pagar";""
"4112";"Comisiones por pagar";""
"4113";"Remuneraciones en especie por pagar";""
"4114";"Gratificaciones por pagar";""
"4115";"Vacaciones por pagar";""
"413";"Participaciones de los trabajadores por pagar";""
"415";"Beneficios sociales de los trabajadores por pagar";""
"4151";"Compensación por tiempo de servicios";""
"4152";"Adelanto de compensación por tiempo de servicios";""
"4153";"Pensiones y jubilaciones";""
"417";"Administradoras de fondos de pensiones";""
"419";"Otras remuneraciones y participaciones por pagar";""
"42";"Cuentas por pagar comerciales terceros";""
"421";"Facturas, boletas y otros comprobantes por pagar";""
"4211";"No emitidas";""
"4212";"Emitidas";""
"422";"Anticipos a proveedores";""
"423";"Letras por pagar";""
"424";"Honorarios por pagar";""
"43";"Cuentas por pagar comerciales relacionadas";""
"431";"Facturas, boletas y otros comprobantes por pagar";""
"4311";"No emitidas";""
"4312";"Emitidas";""
"432";"Anticipos otorgados";""
"4321";"Anticipos otorgados";""
"433";"Letras por pagar";""
"4331";"Letras por pagar";""
"434";"Honorarios por pagar";""
"4341";"Honorarios por pagar";""
"44";"Cuentas por pagar a los accionistas (socios, partÍcipes) y directores";""
"441";"Accionistas ( socios, partícipes)";""
"4411";"Préstamos";""
"4412";"Dividendos";""
"4419";"Otras cuentas por pagar";""
"442";"Directores";""
"4421";"Dietas";""
"4429";"Otras cuentas por pagar";""
"45";"Obligaciones financieras";""
"451";"Préstamos de instituciones financieras y otras entidades";""
"4511";"Instituciones financieras";""
"4512";"Otras entidades";""
"452";"Contratos de arrendamiento financiero";""
"453";"Obligaciones emitidas";""
"4531";"Bonos emitidos";""
"4532";"Bonos titulizados";""
"4533";"Papeles comerciales";""
"4539";"Otras obligaciones";""
"454";"Otros instrumentos financieros por pagar";""
"4541";"Letras";""
"4542";"Papeles comerciales";""
"4543";"Bonos";""
"4544";"Pagarés";""
"4545";"Facturas conformadas";""
"4549";"Otras obligaciones financieras";""
"455";"Costos de financiación por pagar";""
"4551";"Préstamos de instituciones financieras y otras entidades";""
"45511";"Instituciones financieras";""
"45512";"Otras entidades";""
"4552";"Contratos de arrendamiento financiero";""
"4553";"Obligaciones emitidas";""
"45531";"Bonos emitidos";""
"45532";"Bonos titulizados";""
"45533";"Papeles comerciales";""
"45539";"Otras obligaciones";""
"4554";"Otros instrumentos financieros por pagar";""
"45541";"Letras";""
"45542";"Papeles comerciales";""
"45543";"Bonos";""
"45544";"Pagarés";""
"45545";"Facturas conformadas";""
"45549";"Otras obligaciones financieras";""
"456";"Préstamos con compromisos de recompra";""
"46";"Cuentas por pagar diversas – terceros";""
"461";"Reclamaciones de terceros";""
"464";"Pasivos por instrumentos financieros";""
"4641";"Instrumentos financieros primarios";""
"4642";"Instrumentos financieros derivados";""
"46421";"Cartera de negociación";""
"46422";"Instrumentos de cobertura";""
"465";"Pasivos por compra de activo inmovilizado";""
"4651";"Inversiones mobiliarias";""
"4652";"Propiedades de inversión";""
"4653";"Activos adquiridos en arrendamiento financiero";""
"4654";"Propiedad, planta y equipo";""
"4655";"Intangibles";""
"4656";"Activos biológicos";""
"466";"Participación de terceros en acuerdos conjuntos";""
"467";"Depósitos recibidos en garantía";""
"469";"Otras cuentas por pagar diversas";""
"4691";"Subsidios gubernamentales";""
"4692";"Donaciones condicionadas";""
"4699";"Otras cuentas por pagar";""
"47";"Cuentas por pagar diversas – relacionadas";""
"471";"Préstamos";""
"472";"Costos de financiación";""
"473";"Anticipos recibidos";""
"474";"Regalías";""
"475";"Dividendos";""
"476";"Depósitos recibidos en garantía";""
"477";"Pasivo por compra de activo inmovilizado";""
"4771";"Inversiones mobiliarias";""
"4772";"Inversiones inmobiliarias";""
"4773";"Activos adquiridos en arrendamiento financiero";""
"4774";"Propiedad, planta y equipo";""
"4775";"Intangibles";""
"4776";"Activos biológicos";""
"479";"Otras cuentas por pagar diversas";""
"4791";"Otras cuentas por pagar diversas";""
"48";"Provisiones";""
"481";"Provisión para litigios";""
"482";"Provisión por desmantelamiento, retiro o rehabilitación del inmovilizado";""
"483";"Provisión para reestructuraciones";""
"484";"Provisión para protección y remediación del medio ambiente";""
"485";"Provisión para gastos de responsabilidad social";""
"486";"Provisión para garantías";""
"487";"Provisión por activos por derecho de uso";""
"489";"Otras provisiones";""
"49";"Pasivo diferido";""
"491";"Impuesto a la renta diferido";""
"4911";"Impuesto a la renta diferido – patrimonio";""
"4912";"Impuesto a la renta diferido – resultados";""
"492";"Participaciones de los trabajadores diferidas";""
"4921";"Participaciones de los trabajadores diferidas – patrimonio";""
"4922";"Participaciones de los trabajadores diferidas – resultados";""
"493";"Intereses diferidos";""
"4931";"Intereses no devengados en transacciones con terceros";""
"4932";"Intereses no devengados en medición a valor descontado";""
"494";"Ganancia en venta con arrendamiento financiero paralelo";""
"495";"Subsidios recibidos diferidos";""
"496";"Ingresos diferidos";""
"497";"Costos diferidos";""
"5";"Patrimonio neto";""
"50";"Capital";""
"501";"Capital social";""
"5011";"Acciones";""
"5012";"Participaciones";""
"502";"Acciones en tesorería";""
"51";"Acciones de inversiÓn";""
"511";"Acciones de inversión";""
"512";"Acciones de inversión en tesorería";""
"52";"Capital adicional";""
"521";"Primas (descuento) de acciones";""
"522";"Capitalizaciones en trámite";""
"5221";"Aportes";""
"5222";"Reservas";""
"5223";"Acreencias";""
"5224";"Utilidades";""
"523";"Reducciones de capital pendientes de formalización";""
"56";"Resultados no realizados";""
"561";"Diferencia en cambio de inversiones permanentes en entidades extranjeras";""
"562";"Instrumentos financieros – coberturas";""
"563";"Resultado en activos o pasivos financieros mantenidos para negociación";""
"5631";"Ganancia";""
"5632";"Pérdida";""
"564";"Resultado en otros activos o pasivos por inversiones financieras";""
"5641";"Ganancia";""
"5642";"Pérdida";""
"565";"Resultado en activos o pasivos financieros mantenidos para negociación – compra";""
"";"O venta convencional fecha de liquidación";""
"5651";"Ganancia";""
"5652";"Pérdida";""
"57";"Excedente de revaluaciÓn";""
"571";"Excedente de revaluación";""
"5711";"Propiedad de inversión";""
"57111";"Adquisición directa";""
"57112";"Arrendamiento financiero";""
"5712";"Propiedad, planta y equipo";""
"57121";"Adquisición directa";""
"57122";"Arrendamiento financiero";""
"5713";"Intangibles";""
"5714";"Activos por derecho de uso - arrendamiento operativo";""
"572";"Excedente de revaluación – acciones liberadas recibidas";""
"573";"Participación en excedente de revaluación – inversiones en entidades relacionadas";""
"58";"Reservas";""
"581";"Reinversión";""
"582";"Legal";""
"583";"Contractuales";""
"584";"Estatutarias";""
"585";"Facultativas";""
"589";"Otras reservas";""
"59";"Resultados acumulados";""
"591";"Utilidades no distribuidas";""
"5911";"Utilidades acumuladas";""
"5912";"Ingresos de años anteriores";""
"592";"Pérdidas acumuladas";""
"5921";"Pérdidas acumuladas";""
"5922";"Gastos de años anteriores";""
"6";"Gastos por naturaleza";""
"60";"Compras";""
"601";"Mercaderías";""
"6011";"Mercaderías";""
"602";"Materias primas";""
"603";"Materiales auxiliares, suministros y repuestos";""
"6031";"Materiales auxiliares";""
"6032";"Suministros";""
"6033";"Repuestos";""
"604";"Envases y embalajes";""
"6041";"Envases";""
"6042";"Embalajes";""
"609";"Costos vinculados con las compras";""
"6091";"Costos vinculados con las compras de mercaderías";""
"60911";"Transporte";""
"60912";"Seguros";""
"60913";"Derechos aduaneros";""
"60914";"Comisiones";""
"60919";"Otros costos";""
"6092";"Costos vinculados con las compras de materias primas";""
"60921";"Transporte";""
"60922";"Seguros";""
"60923";"Derechos aduaneros";""
"60924";"Comisiones";""
"60925";"Otros costos";""
"6093";"Costos vinculados con las compras de materiales, suministros y repuestos";""
"60931";"Transporte";""
"60932";"Seguros";""
"60933";"Derechos aduaneros";""
"60934";"Comisiones";""
"60935";"Otros costos";""
"6094";"Costos vinculados con las compras de envases y embalajes";""
"60941";"Transporte";""
"60942";"Seguros";""
"60943";"Derechos aduaneros";""
"60944";"Comisiones";""
"60945";"Otros costos";""
"61";"VariaciÓn de inventarios";""
"611";"Mercaderías";""
"6111";"Mercaderías";""
"612";"Materias primas";""
"6121";"Materias primas";""
"613";"Materiales auxiliares, suministros y repuestos";""
"6131";"Materiales auxiliares";""
"6132";"Suministros";""
"6133";"Repuestos";""
"614";"Envases y embalajes";""
"6141";"Envases";""
"6142";"Embalajes";""
"62";"Gastos de personal y directores";""
"621";"Remuneraciones";""
"6211";"Sueldos y salarios";""
"6212";"Comisiones";""
"6213";"Remuneraciones en especie";""
"6214";"Gratificaciones";""
"6215";"Vacaciones";""
"622";"Otras remuneraciones";""
"623";"Indemnizaciones al personal";""
"624";"Capacitación";""
"625";"Atención al personal";""
"627";"Seguridad, previsión social y otras contribuciones";""
"6271";"Régimen de prestaciones de salud";""
"6272";"Régimen de pensiones - aporte de empresa";""
"6273";"Seguro complementario de trabajo de riesgo, accidentes de trabajo y";""
"";"Enfermedades profesionales";""
"6274";"Seguro de vida";""
"6275";"Seguros particulares de prestaciones de salud – eps y otros particulares";""
"6276";"Caja de beneficios de seguridad social del pescador";""
"6277";"Contribuciones al senati";""
"628";"Retribuciones al directorio";""
"629";"Beneficios sociales de los trabajadores";""
"6291";"Compensación por tiempo de servicio";""
"6292";"Pensiones y jubilaciones";""
"6293";"Otros beneficios post-empleo";""
"6294";"Participación en las utilidades";""
"62941";"Participación corriente";""
"62942";"Participación diferida";""
"63";"Gastos de servicios prestados por terceros";""
"631";"Transporte, correos y gastos de viaje";""
"6311";"Transporte";""
"63111";"De carga";""
"63112";"De pasajeros";""
"6312";"Correos";""
"6313";"Alojamiento";""
"6314";"Alimentación";""
"6315";"Otros gastos de viaje";""
"632";"Asesoría y consultoría";""
"6321";"Administrativa";""
"6322";"Legal y tributaria";""
"6323";"Auditoría y contable";""
"6324";"Mercadotecnia";""
"6325";"Medioambiental";""
"6326";"Investigación y desarrollo";""
"6327";"Producción";""
"6329";"Otros";""
"633";"Producción encargada a terceros";""
"634";"Mantenimiento y reparaciones";""
"6341";"Propiedad de inversión";""
"6342";"Activos por derecho de uso";""
"63421";"Financiero";""
"63432";"Operativo";""
"6343";"Propiedad, planta y equipo";""
"6344";"Intangibles";""
"6345";"Activos biológicos";""
"635";"Alquileres";""
"6351";"Terrenos";""
"6352";"Edificaciones";""
"6353";"Maquinarias y equipos de explotación";""
"6354";"Equipo de transporte";""
"6355";"Muebles y enseres";""
"6356";"Equipos diversos";""
"636";"Servicios básicos";""
"6361";"Energía eléctrica";""
"6362";"Gas";""
"6363";"Agua";""
"6364";"Teléfono";""
"6365";"Internet";""
"6366";"Radio";""
"6367";"Cable";""
"637";"Publicidad, publicaciones, relaciones públicas";""
"6371";"Publicidad";""
"6372";"Publicaciones";""
"6373";"Relaciones públicas";""
"638";"Servicios de contratistas";""
"639";"Otros servicios prestados por terceros";""
"6391";"Gastos bancarios";""
"6392";"Gastos de laboratorio";""
"64";"Gastos por tributos";""
"641";"Gobierno nacional";""
"6411";"Impuesto general a las ventas y selectivo al consumo";""
"6412";"Impuesto a las transacciones financieras";""
"6413";"Impuesto temporal a los activos netos";""
"6414";"Impuesto a los juegos de casino y máquinas tragamonedas";""
"6415";"Regalías mineras";""
"6416";"Cánones";""
"6419";"Otros";""
"642";"Gobierno regional";""
"643";"Gobierno local";""
"6431";"Impuesto predial";""
"6432";"Arbitrios municipales y seguridad ciudadana";""
"6433";"Impuesto al patrimonio vehicular";""
"6434";"Licencia de funcionamiento";""
"6439";"Otros";""
"644";"Otros gastos por tributos";""
"6442";"Contribución al sencico";""
"6443";"Otros";""
"645";"Gastos en deuda tributaria";""
"6451";"Intereses";""
"6452";"Intereses - fraccionamiento";""
"6453";"Multas";""
"6454";"Costas y otros";""
"65";"Otros gastos de gestion";""
"651";"Seguros";""
"652";"Regalías";""
"653";"Suscripciones";""
"654";"Licencias y derechos de vigencia";""
"655";"Costo neto de enajenación de activos inmovilizados y operaciones discontinuadas";""
"6551";"Costo neto de enajenación de activos inmovilizados";""
"65511";"Inversiones mobiliarias";""
"65512";"Propiedades de inversión";""
"65513";"Activos por derecho de uso - arrendamiento financiero";""
"65514";"Propiedad, planta y equipo";""
"65515";"Intangibles";""
"65516";"Activos biológicos";""
"6552";"Operaciones discontinuadas – abandono de activos";""
"65521";"Propiedades de inversión";""
"65522";"Activos por derecho de uso - arrendamiento financiero";""
"65523";"Propiedad, planta y equipo";""
"65524";"Intangibles";""
"65525";"Activos biológicos";""
"656";"Suministros";""
"658";"Gestión medioambiental";""
"659";"Otros gastos de gestión";""
"6591";"Donaciones";""
"6592";"Sanciones administrativas";""
"66";"Perdida por mediciÓn de activos no financieros al valor razonable";""
"661";"Activo realizable";""
"6611";"Mercaderías";""
"6612";"Productos terminados";""
"6613";"Activos no corrientes mantenidos para la venta";""
"66131";"Propiedades de inversión";""
"66132";"Propiedad, planta y equipo";""
"66133";"Intangibles";""
"66134";"Activos biológicos";""
"662";"Activo inmovilizado";""
"6621";"Propiedades de inversión";""
"6622";"Activos biológicos";""
"67";"Gastos financieros";""
"671";"Gastos en operaciones de endeudamiento y otros";""
"6711";"Préstamos de instituciones financieras y otras entidades";""
"6712";"Contratos de arrendamiento financiero";""
"6713";"Emisión y colocación de instrumentos representativos de deuda y";""
"";"Patrimonio";""
"6714";"Documentos vendidos o descontados";""
"672";"Pérdida por instrumentos financieros derivados";""
"673";"Intereses por préstamos y otras obligaciones";""
"6731";"Préstamos de instituciones financieras y otras entidades";""
"67311";"Instituciones financieras";""
"67312";"Otras entidades";""
"6732";"Contratos de arrendamiento financiero";""
"6733";"Otros instrumentos financieros por pagar";""
"6734";"Documentos vendidos o descontados";""
"6735";"Obligaciones emitidas";""
"6736";"Obligaciones comerciales";""
"674";"Gastos en operaciones de factoraje (factoring)";""
"6741";"Pérdida en instrumentos vendidos";""
"675";"Descuentos concedidos por pronto pago";""
"676";"Diferencia de cambio";""
"677";"Pérdida por medición de activos y pasivos financieros al valor razonable";""
"6771";"Inversiones mantenidas para negociación";""
"6772";"Otras inversiones financieras";""
"6773";"Otros";""
"678";"Participación en resultados de entidades relacionadas";""
"6781";"Participación en los resultados de subsidiarias y asociadas bajo el método";""
"";"Del valor patrimonial";""
"6782";"Participaciones en negocios conjuntos";""
"679";"Otros gastos financieros";""
"6791";"Primas por opciones";""
"6792";"Gastos financieros en medición a valor descontado";""
"6793";"Gastos financieros en actualización de activos por derecho de uso";""
"68";"ValuaciÓn y deterioro de activos y provisiones";""
"681";"Depreciación de propiedades de inversión";""
"6811";"Edificaciones";""
"68111";"Costo";""
"68112";"Revaluación";""
"68113";"Costo de financiación";""
"682";"Depreciación de activos por derecho de uso - arrendamiento financiero";""
"6821";"Propiedades de inversión";""
"68211";"Edificaciones";""
"682111";"Costo";""
"682112";"Revaluación";""
"682113";"Costo de financiación";""
"6822";"Propiedad, planta y equipo";""
"68221";"Edificaciones";""
"682211";"Costo";""
"682212";"Revaluación";""
"682213";"Costo de financiación";""
"68222";"Maquinarias y equipos de explotación";""
"682221";"Costo";""
"682222";"Revaluación";""
"682223";"Costo de financiación";""
"68223";"Unidades de transporte";""
"682231";"Costo";""
"682232";"Revaluación";""
"68225";"Equipos diversos";""
"682251";"Costo";""
"682252";"Revaluación";""
"683";"Depreciación de activos por derecho de uso - arrendamiento operativo";""
"6831";"Depreciación de activos por derecho de uso - arrendamiento operativo";""
"68311";"Edificaciones";""
"683111";"Costo";""
"683112";"Revaluación";""
"68312";"Maquinarias y equipos de explotación";""
"683121";"Costo";""
"683122";"Revaluación";""
"68313";"Unidades de transporte";""
"683131";"Costo";""
"683132";"Revaluación";""
"68315";"Equipos diversos";""
"683351";"Costo";""
"683152";"Revaluación";""
"684";"Depreciación de propiedad, planta y equipo";""
"6841";"Depreciación de propiedad, planta y equipo - costo";""
"68410";"Plantas productoras";""
"68411";"Edificaciones";""
"68412";"Maquinarias y equipos de explotación";""
"68413";"Unidades de transporte";""
"68414";"Muebles y enseres";""
"68415";"Equipos diversos";""
"68416";"Herramientas y unidades de reemplazo";""
"6842";"Depreciación de propiedad, planta y equipo - revaluación";""
"68420";"Plantas productoras";""
"68421";"Edificaciones";""
"68422";"Maquinarias y equipos de explotación";""
"68423";"Unidades de transporte";""
"68424";"Muebles y enseres";""
"68425";"Equipos diversos";""
"68426";"Herramientas y unidades de reemplazo";""
"6843";"Depreciación de propiedad, planta y equipo - costos de financiación";""
"68430";"Plantas productoras";""
"68431";"Edificaciones";""
"68432";"Maquinarias y equipos de explotación";""
"685";"Depreciación de activos biológicos en producción";""
"6851";"Depreciación de activos biológicos en producción - costo";""
"68511";"Activos biológicos de origen animal";""
"68512";"Activos biológicos de origen vegetal";""
"6852";"Depreciación de activos biológicos en producción - costo de financiación";""
"68521";"Activos biológicos de origen animal";""
"68522";"Activos biológicos de origen vegetal";""
"686";"Amortización de intangibles";""
"6861";"Amortización de intangibles – costo";""
"68611";"Concesiones, licencias y otros derechos";""
"68612";"Patentes y propiedad industrial";""
"68613";"Programas de computadora (software)";""
"68614";"Costos de exploración y desarrollo";""
"68615";"Fórmulas, diseños y prototipos";""
"68619";"Otros activos intangibles";""
"6862";"Amortización de intangibles – revaluación";""
"68621";"Concesiones, licencias y otros derechos";""
"68622";"Patentes y propiedad industrial";""
"68623";"Programas de computadora (software)";""
"68624";"Costos de exploración y desarrollo";""
"68625";"Fórmulas, diseños y prototipos";""
"68629";"Otros activos intangibles";""
"687";"Valuación de activos";""
"6871";"Estimación de cuentas de cobranza dudosa";""
"68711";"Cuentas por cobrar comerciales – terceros";""
"68712";"Cuentas por cobrar comerciales – relacionadas";""
"68713";"Cuentas por cobrar al personal, a los accionistas (socios) y directores";""
"68714";"Cuentas por cobrar diversas – terceros";""
"68715";"Cuentas por cobrar diversas – relacionadas";""
"6873";"Desvalorización de inversiones mobiliarias";""
"68731";"Inversiones a ser mantenidas hasta el vencimiento";""
"68732";"Instrumentos financieros representativos de derecho patrimonial";""
"688";"Deterioro del valor de los activos";""
"6882";"Desvalorización de propiedad de inversión";""
"68812";"Edificaciones";""
"68813";"Construcciones en curso";""
"6882";"Desvalorización de activos por derecho de uso - arrendamiento financiero";""
"68820";"Planta productora en producción";""
"68821";"Planta productora en desarrollo";""
"68822";"Terrenos";""
"68823";"Edificaciones";""
"68824";"Maquinarias y equipos de explotación";""
"68825";"Unidades de transporte";""
"68826";"Muebles y enseres";""
"68827";"Equipos diversos";""
"68828";"Herramientas y unidades de reemplazo";""
"6883";"Desvalorización de propiedad, planta y equipo";""
"68830";"Planta productora en producción";""
"68831";"Planta productora en desarrollo";""
"68832";"Terrenos";""
"68833";"Edificaciones";""
"68834";"Maquinarias y equipos de explotación";""
"68835";"Unidades de transporte";""
"68836";"Muebles y enseres";""
"68837";"Equipos diversos";""
"68838";"Herramientas y unidades de reemplazo";""
"6884";"Desvalorización de intangibles";""
"68841";"Concesiones, licencias y otros derechos";""
"68842";"Patentes y propiedad industrial";""
"68843";"Programas de computadora (software)";""
"68844";"Costos de exploración y desarrollo";""
"68845";"Fórmulas, diseños y prototipos";""
"68846";"Otros activos intangibles";""
"68847";"Plusvalía mercantil";""
"6889";"Desvalorización de activos biológicos en producción";""
"68891";"Activos biológicos de origen animal";""
"68892";"Activos biológicos de origen vegetal";""
"689";"Provisiones";""
"6891";"Provisión para litigios";""
"68911";"Provisión para litigios – costo";""
"68912";"Provisión para litigios – actualización financiera";""
"6892";"Provisión por desmantelamiento, retiro o rehabilitación del inmovilizado";""
"68921";"Provisión por desmantelamiento, retiro o rehabilitación del";""
"";"Inmovilizado – costo";""
"68922";"Provisión por desmantelamiento, retiro o rehabilitación del";""
"";"Inmovilizado – actualización financiera";""
"6893";"Provisión para reestructuraciones";""
"6894";"Provisión para protección y remediación del medio ambiente";""
"68941";"Provisión para protección y remediación del medio ambiente –";""
"";"Costo";""
"68942";"Provisión para protección y remediación del medio ambiente –";""
"";"Actualización financiera";""
"6896";"Provisión para garantías";""
"68961";"Provisión para garantías – costo";""
"68962";"Provisión para garantías – actualización financiera";""
"6897";"Provisión por activos por derecho de uso";""
"68971";"Provisión por activos por derecho de uso arrendamiento";""
"";"Operativo";""
"68972";"Provisión por activos por derecho de uso arrendamiento";""
"";"Operativo - actualización financiera";""
"6899";"Otras provisiones";""
"69";"Costo de ventas";""
"691";"Mercaderías";""
"6911";"Mercaderías - exportación";""
"69111";"Terceros";""
"69112";"Relacionadas";""
"6912";"Mercaderías - venta local";""
"69121";"Terceros";""
"69122";"Relacionadas";""
"692";"Productos terminados";""
"6921";"Productos terminados - exportación";""
"69211";"Terceros";""
"69212";"Relacionadas";""
"6922";"Productos terminados - venta local";""
"69221";"Terceros";""
"69222";"Relacionadas";""
"6923";"Costos de financiación – productos terminados";""
"69231";"Terceros";""
"69232";"Relacionadas";""
"6924";"Costos de producción no absorbido – productos terminados";""
"6925";"Costo de ineficiencia – productos terminados";""
"693";"Servicios terminados";""
"6931";"Servicios – exportación";""
"69311";"Terceros";""
"69312";"Relacionadas";""
"6932";"Servicios – local";""
"69321";"Terceros";""
"69322";"Relacionadas";""
"694";"Subproductos, desechos y desperdicios";""
"6941";"Subproductos";""
"69411";"Terceros";""
"69412";"Relacionadas";""
"6942";"Desechos y desperdicios";""
"69421";"Terceros";""
"69422";"Relacionadas";""
"695";"Gastos por desvalorización de inventarios al costo";""
"6951";"Mercaderías";""
"6952";"Productos terminados";""
"6953";"Subproductos, desechos y desperdicios";""
"6954";"Productos en proceso";""
"6955";"Materias primas";""
"6956";"Materiales auxiliares, suministros y repuestos";""
"6957";"Envases y embalajes";""
"6958";"Inventarios por recibir";""
"7";"Ingresos";""
"70";"Ventas";""
"701";"Mercaderías";""
"7011";"Mercaderías - venta de exportación";""
"70111";"Terceros";""
"70112";"Relacionadas";""
"7012";"Mercaderías - venta local";""
"70111";"Terceros";""
"70112";"Relacionadas";""
"702";"Productos terminados";""
"7021";"Productos terminados - venta de exportación";""
"70211";"Terceros";""
"70212";"Relacionadas";""
"7022";"Productos terminados - venta local";""
"70221";"Terceros";""
"70222";"Relacionadas";""
"703";"Servicios terminados";""
"7031";"Servicios – exportación";""
"70311";"Terceros";""
"70312";"Relacionadas";""
"7032";"Servicios – local";""
"70321";"Terceros";""
"70322";"Relacionadas";""
"704";"Subproductos, desechos y desperdicios";""
"7041";"Subproductos";""
"70411";"Terceros";""
"70412";"Relacionadas";""
"7042";"Desechos y desperdicios";""
"70421";"Terceros";""
"70422";"Relacionadas";""
"709";"Devoluciones sobre ventas";""
"7091";"Mercaderías - venta de exportación";""
"70911";"Terceros";""
"70912";"Relacionadas";""
"7092";"Mercaderías - venta local";""
"70921";"Terceros";""
"70922";"Relacionadas";""
"7093";"Productos terminados - venta de exportación";""
"70931";"Terceros";""
"70932";"Relacionadas";""
"7094";"Productos terminados - venta local";""
"70941";"Terceros";""
"70942";"Relacionadas";""
"7095";"Inventarios de servicios rechazados";""
"70951";"Terceros";""
"70952";"Relacionadas";""
"7096";"Subproductos, desechos y desperdicios";""
"70961";"Terceros";""
"70962";"Relacionadas";""
"71";"VariaciÓn de la producciÓn almacenada";""
"711";"Variación de productos terminados";""
"7111";"Productos terminados";""
"712";"Variación de subproductos, desechos y desperdicios";""
"7121";"Subproductos";""
"7122";"Desechos y desperdicios";""
"713";"Variación de productos en proceso";""
"7131";"Productos en proceso de manufactura";""
"714";"Variación de envases y embalajes";""
"7141";"Envases";""
"7142";"Embalajes";""
"715";"Variación de inventarios de servicios";""
"7151";"Inventarios de servicios en proceso";""
"72";"ProducciÓn de activo inmovilizado";""
"721";"Propiedades de inversión";""
"7211";"Edificaciones";""
"722";"Propiedad, planta y equipo";""
"7220";"Planta productora";""
"7221";"Edificaciones";""
"7222";"Maquinarias y otros equipos de explotación";""
"7223";"Unidades de transporte";""
"7224";"Muebles y enseres";""
"7225";"Equipos diversos";""
"723";"Intangibles";""
"7231";"Programas de computadora (software)";""
"7232";"Costos de exploración y desarrollo";""
