cuenta;descripcion;cuentaesp
199505;BIENES DE ARTE Y CULTURA;
199510;BIENES ENTREGADOS EN COMODATO;
199515;BIENES RECIBIDOS EN PAGO;
199520;INVENTARIO DE SEMOVIENTES;
2;PASIVO;
21;OBLIGACIONES FINANCIERAS;
2105;BANCOS NACIONALES;
210505;SOBREGIROS;
210510;PAGARES;
210515;CARTAS DE CREDITO;
210520;ACEPTACIONES BANCARIAS;
2110;BANCOS DEL EXTERIOR;
211005;SOBREGIROS;
211010;PAGARES;
211015;CARTAS DE CREDITO;
211020;ACEPTACIONES BANCARIAS;
2115;CORPORACIONES FINANCIERAS;
211505;PAGARES;
211510;ACEPTACIONES FINANCIERAS;
211515;CARTAS DE CREDITO;
2120;COMPAÑIAS DE FINANCIAMIENTO COMERCIAL;
212005;PAGARES;
212010;ACEPTACIONES FINANCIERAS;
2125;CORPORACIONES DE AHORRO Y VIVIENDA;
212505;SOBREGIROS;
212510;PAGARES;
212515;HIPOTECARIAS;
2130;ENTIDADES FINANCIERAS DEL EXTERIOR;
2135;COMPROMISOS DE RECOMPRA DE INVERSIONES NEGOCIADAS;
213505;ACCIONES;
213510;CUOTAS O PARTES DE INTERES SOCIAL;
213515;BONOS;
213520;CEDULAS;
213525;CERTIFICADOS;
213530;PAPELES COMERCIALES;
213535;TITULOS;
213540;ACEPTACIONES BANCARIAS O FINANCIERAS;
213595;OTROS;
2140;COMPROMISOS DE RECOMPRA DE CARTERA NEGOCIADA;
2145;OBLIGACIONES GUBERNAMENTALES;
214505;GOBIERNO NACIONAL;
214510;ENTIDADES OFICIALES;
2195;OTRAS OBLIGACIONES;
219505;PARTICULARES;
219510;COMPAÑIAS VINCULADAS;
219515;CASA MATRIZ;
219520;SOCIOS O ACCIONISTAS;
219525;FONDOS Y COOPERATIVAS;
219595;OTRAS;
22;PROVEEDORES;
2205;NACIONALES;PROVEE
2210;DEL EXTERIOR;
2215;CUENTAS CORRIENTES COMERCIALES;
2220;CASA MATRIZ;
2225;COMPAÑIAS VINCULADAS;
23;CUENTAS POR PAGAR;
2305;CUENTAS CORRIENTES COMERCIALES;
2310;A CASA MATRIZ;
2315;A COMPAÑIAS VINCULADAS;
2320;A CONTRATISTAS;
2330;ORDENES DE COMPRA POR UTILIZAR;
2335;COSTOS Y GASTOS POR  PAGAR;
233505;GASTOS FINANCIEROS;
233510;GASTOS LEGALES;
233515;LIBROS, SUSCRIPCIONES, PERIODICOS Y REVISTAS;
233520;COMISIONES;
233525;HONORARIOS;
233530;SERVICIOS TECNICOS;
233535;SERVICIOS DE MANTENIMIENTO;
233540;ARRENDAMIENTOS;
233545;TRANSPORTES, FLETES Y ACARREOS;
233550;SERVICIOS PUBLICOS;
233555;SEGUROS;
233560;GASTOS DE VIAJE;
233565;GASTOS DE REPRESENTACION Y RELACIONES PUBLICAS;
233570;SERVICIOS ADUANEROS;
233595;OTROS;
2340;INSTALAMENTOS POR PAGAR;
2345;ACREEDORES OFICIALES;
2350;REGALIAS POR PAGAR;
2355;DEUDAS CON ACCIONISTAS O SOCIOS;
235505;ACCIONISTAS;
235510;SOCIOS;
2360;DIVIDENDOS O PARTICIPACIONES POR PAGAR;
236005;DIVIDENDOS;
236010;PARTICIPACIONES;
2365;RETENCION EN LA FUENTE;
236505;SALARIOS Y PAGOS LABORALES;
236510;DIVIDENDOS Y/O PARTICIPACIONES;
236515;HONORARIOS;
236520;COMISIONES;
236525;SERVICIOS;
236530;ARRENDAMIENTOS;
236535;RENDIMIENTOS FINANCIEROS;
236540;COMPRAS;
236545;LOTERIAS, RIFAS, APUESTAS Y SIMILARES;
236550;POR PAGOS AL EXTERIOR;
236555;POR INGRESOS OBTENIDOS EN EL EXTERIOR;
236560;ENAJENACION PROPIEDADES PLANTA Y EQUIPO PERSONAS NATURALES;
236565;POR IMPUESTO DE TIMBRE;
236570;OTRAS RETENCIONES Y PATRIMONIO;
236575;AUTORRETENCIONES;
2370;RETENCIONES Y APORTES DE NOMINA;
237005;APORTES AL I.S.S.;
237010;APORTES AL I.C.B.F., SENA Y CAJAS DE COMPENSACION;
237015;APORTES AL F.I.C.;
237025;EMBARGOS JUDICIALES;
237030;LIBRANZAS;
237035;SINDICATOS;
237040;COOPERATIVAS;
237045;FONDOS;
237095;OTROS;
2375;CUOTAS POR DEVOLVER;
2380;ACREEDORES VARIOS;
238005;DEPOSITARIOS;
238010;COMISIONISTAS DE BOLSAS;
238015;SOCIEDAD ADMINISTRADORA - FONDOS DE INVERSION;
238020;REINTEGROS POR PAGAR;
238025;FONDO DE PERSEVERANCIA;
238030;FONDOS DE CESANTIAS Y/O PENSIONES;
238035;DONACIONES ASIGNADAS POR PAGAR;
238095;OTROS;
24;IMPUESTOS, GRAVAMENES Y TASAS;
2404;DE RENTA Y COMPLEMENTARIOS;
240405;VIGENCIA FISCAL CORRIENTE;
240410;VIGENCIAS FISCALES ANTERIORES;
2408;IMPUESTO SOBRE LAS VENTAS POR PAGAR;
2412;DE INDUSTRIA Y COMERCIO;
241205;VIGENCIA FISCAL CORRIENTE;
241210;VIGENCIAS FISCALES ANTERIORES;
2416;A LA PROPIEDAD RAIZ;
2420;DERECHOS SOBRE INSTRUMENTOS PUBLICOS;
2424;DE VALORIZACION;
242405;VIGENCIA FISCAL CORRIENTE;
242410;VIGENCIAS FISCALES ANTERIORES;
2428;DE TURISMO;
2432;TASA POR UTILIZACION DE PUERTOS;
2436;DE VEHICULOS;
243605;VIGENCIA FISCAL CORRIENTE;
243610;VIGENCIAS FISCALES ANTERIORES;
2440;DE ESPECTACULOS PUBLICOS;
2444;DE HIDROCARBUROS Y MINAS;
244405;DE HIDROCARBUROS;
244410;DE MINAS;
2448;REGALIAS E IMPUESTOS A LA PEQUEÑA Y MEDIANA MINERIA;
2452;A LAS EXPORTACIONES CAFETERAS;
2456;A LAS IMPORTACIONES;
2460;CUOTAS DE FOMENTO;
2464;DE LICORES, CERVEZAS Y CIGARRILLOS;
246405;DE LICORES;
246410;DE CERVEZAS;
246415;DE CIGARRILLOS;
2468;AL SACRIFICIO DE GANADO;
2472;AL AZAR Y JUEGOS;
2495;OTROS;
25;OBLIGACIONES LABORALES;
2505;SALARIOS POR PAGAR;
2510;CESANTIAS CONSOLIDADAS;
251005;LEY LABORAL ANTERIOR;
251010;LEY 50 DE 1990 Y NORMAS POSTERIORES;
2515;INTERESES SOBRE CESANTIAS;
2520;PRIMA DE SERVICIOS;
2525;VACACIONES CONSOLIDADAS;
252501;a 252598;
2530;PRESTACIONES EXTRALEGALES;
253005;PRIMAS;
253010;AUXILIOS;
253015;DOTACION Y SUMINISTRO A TRABAJADORES;
253020;BONIFICACIONES;
253025;SEGUROS;
253095;OTRAS;
2532;PENSIONES POR PAGAR;
2535;CUOTAS PARTES PENSIONES DE JUBILACION;
2540;INDEMNIZACIONES LABORALES;
26;PASIVOS ESTIMADOS Y PROVISIONES;
2605;PARA COSTOS Y GASTOS;
260505;INTERESES;
260510;COMISIONES;
260515;HONORARIOS;
260520;SERVICIOS TECNICOS;
260525;TRANSPORTES, FLETES Y ACARREOS;
260530;GASTOS DE VIAJE;
260535;SERVICIOS PUBLICOS;
260540;REGALIAS;
260545;GARANTIAS;
260550;MATERIALES Y REPUESTOS;
260595;OTROS;
2610;PARA OBLIGACIONES LABORALES;
261005;CESANTIAS;
261010;INTERESES SOBRE CESANTIAS;
261015;VACACIONES;
261020;PRIMA DE SERVICIOS;
261025;PRESTACIONES EXTRALEGALES;
261030;VIATICOS;
261095;OTRAS;
2615;PARA OBLIGACIONES FISCALES;
261505;DE RENTA Y COMPLEMENTARIOS;
261510;DE INDUSTRIA Y COMERCIO;
261515;TASA POR UTILIZACION DE PUERTOS;
261520;DE VEHICULOS;
261525;DE HIDROCARBUROS Y MINAS;
261595;OTROS;
2620;PENSIONES DE JUBILACION;
262005;CALCULO ACTUARIAL PENSIONES DE JUBILACION;
262010;PENSIONES DE JUBILACION POR AMORTIZAR (DB);
2625;PARA OBRAS DE URBANISMO;
262505;ACUEDUCTO Y ALCANTARILLADO;
262510;ENERGIA ELECTRICA;
262515;TELEFONOS;
262595;OTROS;
2630;PARA MANTENIMIENTO Y REPARACIONES;
263005;TERRENOS;
263010;CONSTRUCCIONES Y EDIFICACIONES;
263015;MAQUINARIA Y EQUIPO;
263020;EQUIPO DE OFICINA;
263025;EQUIPO DE COMPUTACION Y COMUNICACION;
263030;EQUIPO MEDICO - CIENTIFICO;
263035;EQUIPO DE HOTELES Y RESTAURANTES;
263040;FLOTA Y EQUIPO DE TRANSPORTE;
263045;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO;
263050;FLOTA Y EQUIPO AEREO;
263055;FLOTA Y EQUIPO FERREO;
263060;ACUEDUCTOS PLANTAS Y REDES;
263065;ARMAMENTO DE VIGILANCIA;
263070;ENVASES Y EMPAQUES;
263075;PLANTACIONES AGRICOLAS Y FORESTALES;
263080;VIAS DE CUMUNICACION;
263085;POZOS ARTESIANOS;
263095;OTROS;
2635;PARA CONTINGENCIAS;
263505;MULTAS Y SANCIONES AUTORIDADES ADMINISTRATIVAS;
263510;INTERESES POR MULTAS Y SANCIONES;
263515;RECLAMOS;
263520;LABORALES;
263525;CIVILES;
263530;PENALES;
263535;ADMINISTRATIVOS;
263540;COMERCIALES;
263595;OTRAS;
2640;PARA OBLIGACIONES DE GARANTIAS;
2695;PROVISIONES DIVERSAS;
269505;PARA BENEFICENCIA;
269510;PARA COMUNICACIONES;
269515;PARA PERDIDA EN TRANSPORTE;
269520;PARA OPERACION;
269525;PARA PROTECCION DE BIENES AGOTABLES;
269530;PARA AJUSTES EN REDENCION DE UNIDADES;
269535;AUTOSEGURO;
269540;PLANES Y PROGRAMAS DE REFORESTACION Y ELECTRIFICACION;
269595;OTRAS;
27;DIFERIDOS;
2705;INGRESOS RECIBIDOS POR ANTICIPADO;
270505;INTERESES;
270510;COMISIONES;
270515;ARRENDAMIENTOS;
270520;HONORARIOS;
270525;SERVICIOS TECNICOS;
270530;DE SUSCRIPTORES;
270535;TRANSPORTES, FLETES Y ACARREOS;
270540;MERCANCIA EN TRANSITO YA VENDIDA;
270545;MATRICULAS Y PENSIONES;
270550;CUOTAS DE ADMINISTRACION;
270595;OTROS;
2710;ABONOS DIFERIDOS;
271005;REAJUSTE DEL SISTEMA;
2715;UTILIDAD DIFERIDA EN VENTAS A PLAZOS;
2720;CREDITO POR CORRECCION MONETARIA DIFERIDA;
2725;IMPUESTOS DIFERIDOS;
272505;POR DEPRECIACION FLEXIBLE;
272595;DIVERSOS;
272599;AJUSTES POR INFLACION;
28;OTROS PASIVOS;
2805;ANTICIPOS Y AVANCES RECIBIDOS;
280505;DE CLIENTES;
280510;SOBRE CONTRATOS;
280515;PARA OBRAS EN PROCESO;
280595;OTROS;
2810;DEPOSITOS RECIBIDOS;
281005;PARA FUTURA SUSCRIPCION DE ACCIONES;
281010;PARA FUTURO PAGO DE CUOTAS O DERECHOS SOCIALES;
281015;PARA GARANTIA EN LA PRESTACION DE SERVICIOS;
281020;PARA GARANTIA DE CONTRATOS;
281025;DE LICITACIONES;
281030;DE MANEJO DE BIENES;
281035;FONDO DE RESERVA;
281095;OTROS;
2815;INGRESOS RECIBIDOS PARA TERCEROS;
281505;VALORES RECIBIDOS PARA TERCEROS;
281510;VENTA POR CUENTA DE TERCEROS;
2820;CUENTAS DE OPERACION CONJUNTA;
2825;RETENCIONES A TERCEROS SOBRE CONTRATOS;
282505;CUMPLIMIENTO OBLIGACIONES LABORALES;
282510;PARA ESTABILIDAD DE OBRA;
282515;GARANTIA CUMPLIMIENTO DE CONTRATOS;
2830;EMBARGOS JUDICIALES;
283005;INDEMNIZACIONES;
283010;DEPOSITOS JUDICIALES;
2835;ACREEDORES DEL SISTEMA;
283505;CUOTAS NETAS;
283510;GRUPOS EN FORMACION;
2840;CUENTAS EN PARTICIPACION;
2895;DIVERSOS;
289505;PRESTAMOS DE PRODUCTOS;
289510;REEMBOLSO DE COSTOS EXPLORATORIOS;
289515;PROGRAMA DE EXTENSION AGROPECUARIA;
29;BONOS Y PAPELES COMERCIALES;
2905;BONOS EN CIRCULACION;
290505;GARANTIA GENERAL;
290510;GARANTIA ESPECIFICA;
2910;BONOS OBLIGATORIAMENTE CONVERTIBLES EN ACCIONES;
2915;PAPELES COMERCIALES;
3;PATRIMONIO;
31;CAPITAL SOCIAL;
3105;CAPITAL SUSCRITO Y PAGADO;
310505;CAPITAL AUTORIZADO;
310510;CAPITAL POR SUSCRIBIR (DB);
310515;CAPITAL SUSCRITO POR COBRAR (DB);
3110;ACCIONES, CUOTAS O PARTES DE INTERES SOCIAL PROPIAS READQUIRIDAS (DB);
311005;ACCIONES PROPIAS READQUIRIDAS (DB);
311010;CUOTAS O PARTES DE INTERES SOCIAL PROPIAS READQUIRIDAS (DB);
3115;APORTES SOCIALES;
311505;CUOTAS O PARTES DE INTERES SOCIAL;
311510;APORTES DE SOCIOS - FONDO MUTUO DE INVERSION;
311515;CONTRIBUCION DE LA EMPRESA - FONDO MUTUO DE INVERSION;
311520;SUSCRIPCIONES DEL PUBLICO;
3120;CAPITAL ASIGNADO;
3125;INVERSION SUPLEMENTARIA AL CAPITAL ASIGNADO;
3130;CAPITAL DE PERSONAS NATURALES;
3135;APORTES DEL ESTADO;
3140;FONDO SOCIAL;
32;SUPERAVIT DE CAPITAL;
3205;PRIMA EN COLOCACION DE ACCIONES, CUOTAS O PARTES DE INTERES;
320505;PRIMA EN COLOCACION DE ACCIONES;
320510;PRIMA EN COLOCACION DE ACCIONES POR COBRAR (DB);
320515;PRIMA EN COLOCACION DE CUOTAS O PARTES DE INTERES SOCIAL;
3210;DONACIONES;
321005;EN DINERO;
321010;EN VALORES MOBILIARIOS;
321015;EN BIENES MUEBLES;
321020;EN BIENES INMUEBLES;
321025;EN INTANGIBLES;
3215;CREDITO MERCANTIL;
33;RESERVAS;
3305;RESERVAS OBLIGATORIAS;
330505;RESERVA LEGAL;
330510;RESERVAS POR DISPOSICIONES FISCALES;
330515;RESERVA PARA READQUISICION DE ACCIONES;
330517;RESERVA PARA READQUISICION DE CUOTAS O PARTES DE INTERES SOCIAL;
330520;RESERVA PARA EXTENSION AGROPECUARIA;
330525;RESERVA LEY 7a. DE 1990;
330530;RESERVA PARA REPOSICION DE SEMOVIENTES;
330535;RESERVA LEY 4a DE 1980;
330595;OTRAS;
3310;RESERVAS ESTATUTARIAS;
331005;PARA FUTURAS CAPITALIZACIONES;
331010;PARA REPOSICION DE ACTIVOS;
331015;PARA FUTUROS ENSANCHES;
331095;OTRAS;
3315;RESERVAS OCASIONALES;
331505;PARA BENEFICENCIA Y CIVISMO;
331510;PARA FUTURAS CAPITALIZACIONES;
331515;PARA FUTUROS ENSANCHES;
331520;PARA ADQUISICION O REPOSICION DE PROPIEDADES PLANTA Y EQUIPO;
331525;PARA INVESTIGACIONES Y DESARROLLO;
331530;PARA FOMENTO ECONOMICO;
331535;PARA CAPITAL DE TRABAJO;
331540;PARA ESTABILIZACION DE RENDIMIENTOS;
331545;A DISPOSICION DEL MAXIMO ORGANO SOCIAL;
331595;OTRAS;
34;REVALORIZACION DEL PATRIMONIO;
3405;AJUSTES POR INFLACION;
340505;DE CAPITAL SOCIAL;
340510;DE SUPERAVIT DE CAPITAL;
340515;DE RESERVAS;
340520;DE RESULTADOS DE EJERCICIOS ANTERIORES;
340525;DE ACTIVOS EN PERIODO IMPRODUCTIVO;
3410;SANEAMIENTO FISCAL;
3415;AJUSTES POR INFLACION DECRETO 3019 DE 1989;
35;DIVIDENDOS O PARTICIPACIONES DECRETADOS EN ACCIONES, CUOTAS O PARTES DE INTERES SOCIAL;
3505;DIVIDENDOS DECRETADOS EN ACCIONES;
3510;PARTICIPACIONES DECRETADAS EN CUOTAS O PARTES DE INTERES SOCIAL;
36;RESULTADOS DEL EJERCICIO;
3605;UTILIDAD DEL EJERCICIO;
360505;UTILIDAD DEL EJERCICIO;
360510;UTILIDAD POR EXPOSICION A LA INFLACION;
3610;PERDIDA DEL EJERCICIO;
361005;PERDIDA DEL EJERCICIO;
361010;PERDIDA POR EXPOSICION A LA INFLACION;
37;RESULTADOS DE EJERCICIOS ANTERIORES;
3705;UTILIDADES O EXCEDENTES ACUMULADOS;
3710;PERDIDAS ACUMULADAS;
38;SUPERAVIT POR VALORIZACIONES;
3805;DE INVERSIONES;
380505;ACCIONES;
380510;CUOTAS O PARTES DE INTERES SOCIAL;
380515;DERECHOS FIDUCIARIOS;
3810;DE PROPIEDADES PLANTA Y EQUIPO;
381004;TERRENOS;
381006;MATERIALES PROYECTOS PETROLEROS;
381008;CONSTRUCCIONES Y EDIFICACIONES;
381012;MAQUINARIA Y EQUIPO;
381016;EQUIPO DE OFICINA;
381020;EQUIPO DE COMPUTACION Y COMUNICACION;
381024;EQUIPO MEDICO CIENTIFICO;
381028;EQUIPO DE HOTELES Y RESTAURANTES;
381032;FLOTA Y EQUIPO DE TRANSPORTE;
381036;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO;
381040;FLOTA Y EQUIPO AEREO;
381044;FLOTA Y EQUIPO FERREO;
381048;ACUEDUCTOS PLANTAS Y REDES;
381052;ARMAMENTO DE VIGILANCIA;
381056;ENVASES Y EMPAQUES;
381060;PLANTACIONES AGRICOLAS Y FORESTALES;
381064;VIAS DE COMUNICACION;
381068;MINAS Y CANTERAS;
381072;POZOS ARTESIANOS;
381076;YACIMIENTOS;
381080;SEMOVIENTES;
3895;DE OTROS ACTIVOS;
389505;BIENES DE ARTE Y CULTURA;
389510;BIENES ENTREGADOS EN COMODATO;
389515;BIENES RECIBIDOS EN PAGO;
389520;INVENTARIO DE SEMOVIENTES;
4;INGRESOS;
41;OPERACIONALES;
4105;AGRICULTURA, GANADERIA, CAZA Y SILVICULTURA;
410505;CULTIVO DE CEREALES;
410510;CULTIVOS DE HORTALIZAS, LEGUMBRES Y PLANTAS ORNAMENTALES;
410515;CULTIVOS DE FRUTAS, NUECES Y PLANTAS AROMATICAS;
410520;CULTIVO DE CAFE;
410525;CULTIVO DE FLORES;
410530;CULTIVO DE CAÑA DE AZUCAR;
410535;CULTIVO DE ALGODON Y PLANTAS PARA MATERIAL TEXTIL;
410540;CULTIVO DE BANANO;
410545;OTROS CULTIVOS AGRICOLAS;
410550;CRIA DE OVEJAS, CABRAS, ASNOS, MULAS Y BURDEGANOS;
410555;CRIA DE GANADO CABALLAR Y VACUNO.;
410560;PRODUCCION AVICOLA;
410565;CRIA DE OTROS ANIMALES;
410570;SERVICIOS AGRICOLAS Y GANADEROS;
410575;ACTIVIDAD DE CAZA;
410580;ACTIVIDAD DE SILVICULTURA;
410599;AJUSTES POR INFLACION;
4110;PESCA;
411005;ACTIVIDAD DE PESCA;
411010;EXPLOTACION DE CRIADEROS DE PECES;
411095;ACTIVIDADES CONEXAS;
411099;AJUSTES POR INFLACION;
4115;EXPLOTACION DE MINAS Y CANTERAS;
411505;CARBON;
411510;PETROLEO CRUDO;
411512;GAS NATURAL;
411514;SERVICIOS RELACIONADOS CON EXTRACCION DE PETROLEO Y GAS;
411515;MINERALES DE HIERRO;
411520;MINERALES METALIFEROS NO FERROSOS;
411525;PIEDRA, ARENA Y ARCILLA;
411527;PIEDRAS PRECIOSAS;
411528;ORO;
411530;OTRAS MINAS Y CANTERAS;
411532;PRESTACION DE SERVICIOS SECTOR MINERO;
411595;ACTIVIDADES CONEXAS;
411599;AJUSTES POR INFLACION;
4120;INDUSTRIAS MANUFACTURERAS;
412001;PRODUCCION Y PROCESAMIENTO DE CARNES Y PRODUCTOS CARNICOS;
412002;PRODUCTOS DE PESCADO;
412003;PRODUCTOS DE FRUTAS, LEGUMBRES Y HORTALIZAS;
412004;ELABORACION DE ACEITES Y GRASAS;
412005;ELABORACION DE PRODUCTOS LACTEOS;
412006;ELABORACION DE PRODUCTOS DE MOLINERIA;
412007;ELABORACION DE ALMIDONES Y DERIVADOS;
412008;ELABORACION DE ALIMENTOS PARA ANIMALES;
412009;ELABORACION DE PRODUCTOS PARA PANADERIA;
412010;ELABORACION DE AZUCAR Y MELAZAS;
412011;ELABORACION DE CACAO, CHOCOLATE Y CONFITERIA;
412012;ELABORACION DE PASTAS  Y PRODUCTOS FARINACEOS;
412013;ELABORACION DE PRODUCTOS DE CAFE;
412014;ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS;
412015;ELABORACION DE BEBIDAS ALCOHOLICAS Y ALCOHOL ETILICO;
412016;ELABORACION DE VINOS;
412017;ELABORACION DE BEBIDAS MALTEADAS Y DE MALTA;
412018;ELABORACION DE BEBIDAS NO ALCOHOLICAS;
412019;ELABORACION DE PRODUCTOS DE TABACO;
412020;PREPARACION E HILATURA DE FIBRAS TEXTILES Y TEJEDURIA;
412021;ACABADO DE PRODUCTOS TEXTILES;
412022;ELABORACION DE ARTICULOS DE MATERIALES TEXTILES;
412023;ELABORACION DE TAPICES Y ALFOMBRAS;
412024;ELABORACION DE CUERDAS, CORDELES, BRAMANTES Y REDES;
412025;ELABORACION DE OTROS PRODUCTOS TEXTILES;
412026;ELABORACION DE TEJIDOS;
412027;ELABORACION DE PRENDAS DE VESTIR;
412028;PREPARACION, ADOBO Y TEÑIDO DE PIELES;
412029;CURTIDO, ADOBO O PREPARACION DE CUERO;
412030;ELABORACION DE MALETAS, BOLSOS Y SIMILARES;
412031;ELABORACION DE CALZADO;
412032;PRODUCCION DE MADERA, ARTICULOS DE MADERA Y CORCHO;
412033;ELABORACION DE PASTA Y PRODUCTOS DE MADERA, PAPEL Y CARTON;
412034;EDICIONES Y PUBLICACIONES;
412035;IMPRESION;
412036;SERVICIOS RELACIONADOS CON LA EDICION Y LA IMPRESION;
412037;REPRODUCCION DE GRABACIONES;
412038;ELABORACION DE PRODUCTOS DE HORNO DE COQUE;
412039;ELABORACION DE PRODUCTOS DE LA REFINACION DE PETROLEO;
412040;ELABORACION DE SUSTANCIAS QUIMICAS BASICAS;
412041;ELABORACION DE ABONOS Y COMPUESTOS DE NITROGENO;
412042;ELABORACION DE PLASTICO Y CAUCHO SINTETICO;
412043;ELABORACION DE PRODUCTOS QUIMICOS DE USO AGROPECUARIO;
412044;ELABORACION DE PINTURAS, TINTAS Y MASILLAS;
412045;ELABORACION DE PRODUCTOS FARMACEUTICOS Y BOTANICOS;
412046;ELABORACION DE JABONES, DETERGENTES Y PREPARADOS DE TOCADOR;
412047;ELABORACION DE OTROS PRODUCTOS QUIMICOS;
412048;ELABORACION DE FIBRAS;
412049;ELABORACION DE OTROS PRODUCTOS DE CAUCHO;
412050;ELABORACION DE PRODUCTOS DE PLASTICO;
412051;ELABORACION DE VIDRIO Y PRODUCTOS DE VIDRIO;
412052;ELABORACION DE PRODUCTOS DE CERAMICA, LOZA, PIEDRA, ARCILLA Y PORCELANA;
412053;ELABORACION DE CEMENTO, CAL Y YESO;
412054;ELABORACION DE ARTICULOS DE HORMIGON, CEMENTO Y YESO;
412055;CORTE, TALLADO Y ACABADO DE LA PIEDRA;
412056;ELABORACION DE OTROS PRODUCTOS MINERALES NO METALICOS;
412057;INDUSTRIAS BASICAS Y FUNDICION DE HIERRO Y ACERO;
412058;PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y DE METALES NO FERROSOS;
412059;FUNDICION DE METALES NO FERROSOS;
412060;FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL;
412061;FORJA, PRENSADO, ESTAMPADO, LAMINADO DE METAL Y PULVIMETALURGIA;
412062;REVESTIMIENTO DE METALES Y OBRAS DE INGENIERIA MECANICA;
412063;FABRICACION DE ARTICULOS DE FERRETERIA;
412064;ELABORACION DE OTROS PRODUCTOS DE METAL;
412065;FABRICACION DE MAQUINARIA Y EQUIPO;
412066;FABRICACION DE EQUIPOS DE ELEVACION Y MANIPULACION;
412067;ELABORACION DE APARATOS DE USO DOMESTICO;
412068;ELABORACION DE EQUIPO DE OFICINA;
412069;ELABORACION DE PILAS Y BATERIAS PRIMARIAS;
412070;ELABORACION DE EQUIPO DE ILUMINACION;
412071;ELABORACION DE OTROS TIPOS DE EQUIPO ELECTRICO;
412072;FABRICACION DE EQUIPOS DE RADIO, TELEVISION Y COMUNICACIONES;
412073;FABRICACION DE APARATOS E INSTRUMENTOS MEDICOS;
412074;FABRICACION DE INSTRUMENTOS DE MEDICION Y CONTROL;
412075;FABRICACION DE INSTRUMENTOS DE OPTICA Y EQUIPO FOTOGRAFICO;
412076;FABRICACION DE RELOJES;
412077;FABRICACION DE VEHICULOS AUTOMOTORES;
412078;FABRICACION DE CARROCERIAS PARA AUTOMOTORES;
412079;FABRICACION DE PARTES PIEZAS Y ACCESORIOS PARA AUTOMOTORES;
412080;FABRICACION Y REPARACION DE BUQUES Y OTRAS EMBARCACIONES;
412081;FABRICACION DE LOCOMOTORAS Y MATERIAL RODANTE PARA FERROCARRILES;
412082;FABRICACION DE AERONAVES;
412083;FABRICACION DE MOTOCICLETAS;
412084;FABRICACION DE BICICLETAS Y SILLAS DE RUEDAS;
412085;FABRICACION DE OTROS TIPOS DE TRANSPORTE;
412086;FABRICACION DE MUEBLES;
412087;FABRICACION DE JOYAS Y ARTICULOS CONEXOS;
412088;FABRICACION DE INSTRUMENTOS DE MUSICA;
412089;FABRICACION DE ARTICULOS Y EQUIPO PARA DEPORTE;
412090;FABRICACION DE JUEGOS Y JUGUETES;
412091;RECICLAMIENTO DE DESPERDICIOS;
412095;PRODUCTOS DE OTRAS INDUSTRIAS MANUFACTURERAS;
412099;AJUSTES POR INFLACION;
4125;SUMINISTRO DE ELECTRICIDAD, GAS Y AGUA;
412505;GENERACION, CAPTACION Y DISTRIBUCION DE ENERGIA ELECTRICA;
412510;FABRICACION DE GAS Y DISTRIBUCION DE COMBUSTIBLES GASEOSOS;
412515;CAPTACION, DEPURACION Y DISTRIBUCION DE AGUA;
412595;ACTIVIDADES CONEXAS;
412599;AJUSTES POR INFLACION;
4130;CONSTRUCCION;
413005;PREPARACION DE TERRENOS;
413010;CONSTRUCCION DE EDIFICIOS Y OBRAS DE INGENIERIA CIVIL;
413015;ACONDICIONAMIENTO DE EDIFICIOS;
413020;TERMINACION DE EDIFICACIONES;
413025;ALQUILER DE EQUIPO CON OPERARIOS;
413095;ACTIVIDADES CONEXAS;
413099;AJUSTES POR INFLACION;
4135;COMERCIO AL POR MAYOR Y AL POR MENOR;
413502;VENTA DE VEHICULOS AUTOMOTORES;
413504;MANTENIMIENTO, REPARACION Y LAVADO DE VEHICULOS AUTOMOTORES;
413506;VENTA DE PARTES, PIEZAS Y ACCESORIOS DE VEHICULOS AUTOMOTORES;
413508;VENTA DE COMBUSTIBLES SOLIDOS, LIQUIDOS, GASEOSOS;
413510;VENTA DE LUBRICANTES, ADITIVOS, LLANTAS Y LUJOS PARA AUTOMOTORES;
413512;VENTA A CAMBIO DE RETRIBUCION O POR CONTRATA;
413514;VENTA DE INSUMOS, MATERIAS PRIMAS AGROPECUARIAS Y FLORES;
413516;VENTA DE OTROS INSUMOS Y MATERIAS PRIMAS NO AGROPECUARIAS;
413518;VENTA DE ANIMALES VIVOS Y CUEROS;
413520;VENTA DE PRODUCTOS EN ALMACENES NO ESPECIALIZADOS;
413522;VENTA DE PRODUCTOS AGROPECUARIOS;
413524;VENTA DE PRODUCTOS TEXTILES, DE VESTIR, DE CUERO Y CALZADO;
413526;VENTA DE PAPEL Y CARTON;
413528;VENTA DE LIBROS, REVISTAS, ELEMENTOS DE PAPELERIA, UTILES Y TEXTOS ESCOLARES;
413530;VENTA DE JUEGOS, JUGUETES Y ARTICULOS DEPORTIVOS;
413532;VENTA DE INSTRUMENTOS QUIRURGICOS Y ORTOPEDICOS;
413534;VENTA DE ARTICULOS EN RELOJERIAS Y JOYERIAS;
