"cuenta";"descripcion";"cuentaesp"
"6642";"Dividendos de pasivos, otras partes vinculadas";""
"6643";"Dividendos de pasivos, otras empresas";""
"6650";"Intereses por descuento de efectos en entidades de crédito del grupo";""
"6651";"Intereses por descuento de efectos en entidades de crédito asociadas";""
"6652";"Intereses por descuento de efectos en otras entidades de crédito vinculadas";""
"6653";"Intereses por descuento de efectos en otras entidades de crédito";""
"6654";"Intereses por operaciones de factoring con entidades de crédito del grupo";""
"6655";"Intereses por operaciones de factoring con entidades de crédito asociadas";""
"6656";"Intereses por operaciones de factoring con otras entidades de crédito vinculadas";""
"6657";"Intereses por operaciones de factoring con otras entidades de crédito";""
"6660";"Pérdidas en valores representativos de deuda a largo plazo, empresas del grupo";""
"6661";"Pérdidas en valores representativos de deuda a largo plazo, empresas asociadas";""
"6662";"Pérdidas en valores representativos de deuda a largo plazo, otras partes vinculadas";""
"6663";"Pérdidas en participaciones y valores representativos de deuda a largo plazo, otras empresas";""
"6665";"Pérdidas en participaciones y valores representativos de deuda a corto plazo, empresas del grupo";""
"6666";"Pérdidas en participaciones y valores representativos de deuda a corto plazo, empresas asociadas";""
"6667";"Pérdidas en valores representativos de deuda a corto plazo, otras partes vinculadas";""
"6668";"Pérdidas en valores representativos de deuda a corto plazo, otras empresas";""
"6670";"Pérdidas de créditos a largo plazo, empresas del grupo";""
"6671";"Pérdidas de créditos a largo plazo, empresas asociadas";""
"6672";"Pérdidas de créditos a largo plazo, otras partes vinculadas";""
"6673";"Pérdidas de créditos a largo plazo, otras empresas";""
"6675";"Pérdidas de créditos a corto plazo, empresas del grupo";""
"6676";"Pérdidas de créditos a corto plazo, empresas asociadas";""
"6677";"Pérdidas de créditos a corto plazo, otras partes vinculadas";""
"6678";"Pérdidas de créditos a corto plazo, otras empresas";""
"668";"Diferencias negativas de cambio";"EURNEG"
"669";"Otros gastos financieros";""
"67";"Pérdidas procedentes de activos no corrientes y gastos excepcionales";""
"670";"Pérdidas procedentes del inmovilizado intangible";""
"671";"Pérdidas procedentes del inmovilizado material";""
"672";"Pérdidas procedentes de las inversiones inmobiliarias";""
"6733";"Pérdidas procedentes de participaciones a largo plazo, empresas del grupo";""
"6734";"Pérdidas procedentes de participaciones a largo plazo, empresas asociadas";""
"6735";"Pérdidas procedentes de participaciones a largo plazo, otras partes vinculadas";""
"675";"Pérdidas por operaciones con obligaciones propias";""
"678";"Gastos excepcionales";""
"68";"Dotaciones para amortizaciones";""
"680";"Amortización del inmovilizado intangible";""
"681";"Amortización del inmovilizado material";""
"682";"Amortización de las inversiones inmobiliarias";""
"69";"Pérdidas por deterioro y otras dotaciones";""
"690";"Pérdidas por deterioro del inmovilizado intangible";""
"691";"Pérdidas por deterioro del inmovilizado material";""
"692";"Pérdidas por deterioro de las inversiones inmobiliarias";""
"6930";"Pérdidas por deterioro de productos terminados y en curso de fabricación";""
"6931";"Pérdidas por deterioro de mercaderías";""
"6932";"Pérdidas por deterioro de materias primas";""
"6933";"Pérdidas por deterioro de otros aprovisionamientos";""
"694";"Pérdidas por deterioro de créditos por operaciones comerciales";""
"6954";"Dotación a la provisión por contratos onerosos";""
"6959";"Dotación a la provisión para otras operaciones comerciales";""
"6960";"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas del grupo";""
"6961";"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas asociadas";""
"6962";"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras partes vinculadas";""
"6963";"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras empresas";""
"6965";"Pérdidas por deterioro en valores representativos de deuda a largo plazo, empresas del grupo";""
"6966";"Pérdidas por deterioro en valores representativos de deuda a largo plazo, empresas asociadas";""
"6967";"Pérdidas por deterioro en valores representativos de deuda a largo plazo, otras partes vinculadas";""
"6968";"Pérdidas por deterioro en valores representativos de deuda a largo plazo, de otras empresas";""
"6970";"Pérdidas por deterioro de créditos a largo plazo, empresas del grupo";""
"6971";"Pérdidas por deterioro de créditos a largo plazo, empresas asociadas";""
"6972";"Pérdidas por deterioro de créditos a largo plazo, otras partes vinculadas";""
"6973";"Pérdidas por deterioro de créditos a largo plazo, otras empresas";""
"6980";"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas del grupo";""
"6981";"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas asociadas";""
"6985";"Pérdidas por deterioro en valores representativos de deuda a corto plazo, empresas del grupo";""
"6986";"Pérdidas por deterioro en valores representativos de deuda a corto plazo, empresas asociadas";""
"6987";"Pérdidas por deterioro en valores representativos de deuda a corto plazo, otras partes vinculadas";""
"6988";"Pérdidas por deterioro en valores representativos de deuda a corto plazo, de otras empresas";""
"6990";"Pérdidas por deterioro de créditos a corto plazo, empresas del grupo";""
"6991";"Pérdidas por deterioro de créditos a corto plazo, empresas asociadas";""
"6992";"Pérdidas por deterioro de créditos a corto plazo, otras partes vinculadas";""
"6993";"Pérdidas por deterioro de créditos a corto plazo, otras empresas";""
"7";"Ventas e ingresos";""
"70";"Ventas de mercaderías, de producción propia, de servicios, etc";""
"700";"Ventas de mercaderías";"VENTAS"
"701";"Ventas de productos terminados";"VENTAS"
"702";"Ventas de productos semiterminados";"VENTAS"
"703";"Ventas de subproductos y residuos";"VENTAS"
"704";"Ventas de envases y embalajes";"VENTAS"
"705";"Prestaciones de servicios";"VENTAS"
"7060";"Descuentos sobre ventas por pronto pago de mercaderías";""
"7061";"Descuentos sobre ventas por pronto pago de productos terminados";""
"7062";"Descuentos sobre ventas por pronto pago de productos semiterminados";""
"7063";"Descuentos sobre ventas por pronto pago de subproductos y residuos";""
"7080";"Devoluciones de ventas de mercaderías";"DEVVEN"
"7081";"Devoluciones de ventas de productos terminados";""
"7082";"Devoluciones de ventas de productos semiterminados";""
"7083";"Devoluciones de ventas de subproductos y residuos";""
"7084";"Devoluciones de ventas de envases y embalajes";""
"7090";"Rappels sobre ventas de mercaderías";""
"7091";"Rappels sobre ventas de productos terminados";""
"7092";"Rappels sobre ventas de productos semiterminados";""
"7093";"Rappels sobre ventas de subproductos y residuos";""
"7094";"Rappels sobre ventas de envases y embalajes";""
"71";"Variación de existencias";""
"710";"Variación de existencias de productos en curso";""
"711";"Variación de existencias de productos semiterminados";""
"712";"Variación de existencias de productos terminados";""
"713";"Variación de existencias de subproductos,residuos y materiales recuperados";""
"73";"Trabajos realizados para la empresa";""
"730";"Trabajos realizados para el inmovilizado intangible";""
"731";"Trabajos realizados para el inmovilizado material";""
"732";"Trabajos realizados en inversiones inmobiliarias";""
"733";"Trabajos realizados para el inmovilizado material en curso";""
"74";"Subvenciones, donaciones y legados";""
"740";"Subvenciones, donaciones y legados a la explotación";""
"746";"Subvenciones, donaciones y legados de capital transferidos al resultado del ejercicio";""
"747";"Otras subvenciones, donaciones y legados transferidos al resultado del ejercicio";""
"75";"Otros ingresos de gestión";""
"7510";"Pérdida transferida (gestor)";""
"7511";"Beneficio atribuido (partícipe o asociado no gestor)";""
"752";"Ingresos por arrendamientos";""
"753";"Ingresos de propiedad industrial cedida en explotación";""
"754";"Ingresos por comisiones";""
"755";"Ingresos por servicios al personal";""
"759";"Ingresos por servicios diversos";""
"76";"Ingresos financieros";""
"7600";"Ingresos de participaciones en instrumentos de patrimonio, empresas del grupo";""
"7601";"Ingresos de participaciones en instrumentos de patrimonio, empresas asociadas";""
"7602";"Ingresos de participaciones en instrumentos de patrimonio, otras partes vinculadas";""
"7603";"Ingresos de participaciones en instrumentos de patrimonio, otras empresas";""
"7610";"Ingresos de valores representativos de deuda, empresas del grupo";""
"7611";"Ingresos de valores representativos de deuda, empresas asociadas";""
"7612";"Ingresos de valores representativos de deuda, otras partes vinculadas";""
"7613";"Ingresos de valores representativos de deuda, otras empresas";""
"76200";"Ingresos de créditos a largo plazo, empresas del grupo";""
"76201";"Ingresos de créditos a largo plazo, empresas asociadas";""
"76202";"Ingresos de créditos a largo plazo, otras partes vinculadas";""
"76203";"Ingresos de créditos a largo plazo, otras empresas";""
"76210";"Ingresos de créditos a corto plazo, empresas del grupo";""
"76211";"Ingresos de créditos a corto plazo, empresas asociadas";""
"76212";"Ingresos de créditos a corto plazo, otras partes vinculadas";""
"76213";"Ingresos de créditos a corto plazo, otras empresas";""
"7630";"Beneficios de cartera de negociación";""
"7631";"Beneficios de designados por la empresa";""
"7632";"Beneficios de disponibles para la venta";""
"7633";"Beneficios de instrumentos de cobertura";""
"7660";"Beneficios en valores representativos de deuda a largo plazo, empresas del grupo";""
"7661";"Beneficios en valores representativos de deuda a largo plazo, empresas asociadas";""
"7662";"Beneficios en valores representativos de deuda a largo plazo, otras partes vinculadas";""
"7663";"Beneficios en participaciones y valores representativos de deuda a largo plazo, otras empresas";""
"7665";"Beneficios en participaciones y valores representativos de deuda a corto plazo, empresas del grupo";""
"7666";"Beneficios en participaciones y valores representativos de deuda a corto plazo, empresas asociadas";""
"7667";"Beneficios en valores representativos de deuda a corto plazo, otras partes vinculadas";""
"7668";"Beneficios en valores representativos de deuda a corto plazo, otras empresas";""
"767";"Ingresos de activos afectos y de derechos de reembolso relativos a retribuciones a largo plazo";""
"768";"Diferencias positivas de cambio";"EURPOS"
"769";"Otros ingresos financieros";""
"77";"Beneficios procedentes de activos no corrientes e ingresos excepcionales";""
"770";"Beneficios procedentes del inmovilizado intangible";""
"771";"Beneficios procedentes del inmovilizado material";""
"772";"Beneficios procedentes de las inversiones inmobiliarias";""
"7733";"Beneficios procedentes de participaciones a largo plazo, empresas del grupo";""
"7734";"Beneficios procedentes de participaciones a largo plazo, empresas asociadas";""
"7735";"Beneficios procedentes de participaciones a largo plazo, otras partes vinculadas";""
"774";"Diferencia negativa en combinaciones de negocios";""
"775";"Beneficios por operaciones con obligaciones propias";""
"778";"Ingresos excepcionales";""
"79";"Excesos y aplicaciones de provisiones y de pérdidas por deterioro";""
"790";"Reversión del deterioro del inmovilizado intangible";""
"791";"Reversión del deterioro del inmovilizado material";""
"792";"Reversión del deterioro de las inversiones inmobiliarias";""
"7930";"Reversión del deterioro de productos terminados y en curso de fabricación";""
"7931";"Reversión del deterioro de mercaderías";""
"7932";"Reversión del deterioro de materias primas";""
"7933";"Reversión del deterioro de otros aprovisionamientos";""
"794";"Reversión del deterioro de créditos por operaciones comerciales";""
"7950";"Exceso de provisión por retribuciones al personal";""
"7951";"Exceso de provisión para impuestos";""
"7952";"Exceso de provisión para otras responsabilidades";""
"79544";"Exceso de provisión por contratos onerosos";""
"79549";"Exceso de provisión para otras operaciones comerciales";""
"7955";"Exceso de provisión para actuaciones medioambientales";""
"7956";"Exceso de provisión para reestructuraciones";""
"7957";"Exceso de provisión por transacciones con pagos basados en instrumentos de patrimonio";""
"7960";"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas del grupo";""
"7961";"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas asociadas";""
"7965";"Reversión del deterioro de valores representativos de deuda a largo plazo, empresas del grupo";""
"7966";"Reversión del deterioro de valores representativos de deuda a largo plazo, empresas asociadas";""
"7967";"Reversión del deterioro de valores representativos de deuda a largo plazo, otras partes vinculadas";""
"7968";"Reversión del deterioro de valores representativos de deuda a largo plazo, otras empresas";""
"7970";"Reversión del deterioro de créditos a largo plazo, empresas del grupo";""
"7971";"Reversión del deterioro de créditos a largo plazo, empresas asociadas";""
"7972";"Reversión del deterioro de créditos a largo plazo, otras partes vinculadas";""
"7973";"Reversión del deterioro de créditos a largo plazo, otras empresas";""
"7980";"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas del grupo";""
"7981";"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas asociadas";""
"7985";"Reversión del deterioro en valores representativos de deuda a corto plazo, empresas del grupo";""
"7986";"Reversión del deterioro en valores representativos de deuda a corto plazo, empresas asociadas";""
"7987";"Reversión del deterioro en valores representativos de deuda a corto plazo, otras partes vinculadas";""
"7988";"Reversión del deterioro en valores representativos de deuda a corto plazo, otras empresas";""
"7990";"Reversión del deterioro de créditos a corto plazo, empresas del grupo";""
"7991";"Reversión del deterioro de créditos a corto plazo, empresas asociadas";""
"7992";"Reversión del deterioro de créditos a corto plazo, otras partes vinculadas";""
"7993";"Reversión del deterioro de créditos a corto plazo, otras empresas";""
"8";"Gastos imputados al patrimonio neto";""
"80";"Gastos financieros por valoración de activos y pasivos";""
"800";"Pérdidas en activos financieros disponibles para la venta";""
"802";"Transferencia de beneficios en activos financieros disponibles para la venta";""
"81";"Gastos en operaciones de cobertura";""
"810";"Pérdidas por coberturas de flujos de efectivo";""
"811";"Pérdidas por coberturas de inversiones netas en un negocio en el extranjero";""
"812";"Transferencia de beneficios por coberturas de flujos de efectivo";""
"813";"Transferencia de beneficios por coberturas de inversiones netas en un negocio en el extranjero";""
"82";"Gastos por diferencias de conversión";""
"820";"Diferencias de conversión negativas";""
"821";"Transferencia de diferencias de conversión positivas";""
"83";"Impuesto sobre beneficios";""
"8300";"Impuesto corriente";""
"8301";"Impuesto diferido";""
"833";"Ajustes negativos en la imposición sobre beneficios";""
"834";"Ingresos fiscales por diferencias permanentes";""
"835";"Ingresos fiscales por deducciones y bonificaciones";""
"836";"Transferencia de diferencias permanentes";""
"837";"Transferencia de deducciones y bonificaciones";""
"838";"Ajustes positivos en la imposición sobre beneficios";""
"84";"Transferencias de subvenciones, donaciones y legados";""
"840";"Transferencia de subvenciones oficiales de capital";""
"841";"Transferencia de donaciones y legados de capital";""
"842";"Transferencia de otras subvenciones, donaciones y legados";""
"85";"Gastos por pérdidas actuariales y ajustes en los activos por retribuciones a largo plazo de prestación definida";""
"850";"Pérdidas actuariales";""
"851";"Ajustes negativos en activos por retribuciones a largo plazo de prestación definida";""
"86";"Gastos por activos no corrientes en venta";""
"860";"Pérdidas en activos no corrientes y grupos enajenables de elementos mantenidos para la venta";""
"862";"Transferencia de beneficios en activos no corrientes y grupos enajenables de elementos mantenidos para la venta";""
"89";"Gastos de participaciones en empresas del grupo o asociadas con ajustes valorativos positivos previos";""
"891";"Deterioro de participaciones en el patrimonio, empresas del grupo";""
"892";"Deterioro de participaciones en el patrimonio, empresas asociadas";""
"9";"Ingresos imputados al patrimonio neto";""
"90";"Ingresos financieros por valoración de activos y pasivos";""
"900";"Beneficios en activos financieros disponibles para la venta";""
"902";"Transferencia de pérdidas de activos financieros disponibles para la venta";""
"91";"Ingresos en operaciones de cobertura";""
"910";"Beneficios por coberturas de flujos de efectivo";""
"911";"Beneficios por coberturas de una inversión neta en un negocio en el extranjero";""
"912";"Transferencia de pérdidas por coberturas de flujos de efectivo";""
"913";"Transferencia de pérdidas por coberturas de una inversión neta en un negocio en el extranjero";""
"92";"Ingresos por diferencias de conversion";""
"920";"Diferencias de conversión positivas";""
"921";"Transferencia de diferencias de conversión negativas";""
"94";"Ingresos por subvenciones, donaciones y legados";""
"940";"Ingresos de subvenciones oficiales de capital";""
"941";"Ingresos de donaciones y legados de capital";""
"942";"Ingresos de otras subvenciones, donaciones y legados";""
"95";"Ingresos por ganancias actuariales y ajustes en los activos por retribuciones a largo plazo de prestacion definida";""
"950";"Ganancias actuariales";""
"951";"Ajustes positivos en activos por retribuciones a largo plazo de prestación definida";""
"96";"Ingresos por activos no corrientes en venta";""
"960";"Beneficios en activos no corrientes y grupos enajenables de elementos mantenidos para la venta";""
"962";"Transferencia de pérdidas en activos no corrientes y grupos enajenables de elementos mantenidos para la venta";""
"99";"Ingresos de participaciones en empresas del grupo o asociadas con ajustes valorativos negativos previos";""
"991";"Recuperación de ajustes valorativos negativos previos, empresas del grupo";""
"992";"Recuperación de ajustes valorativos negativos previos, empresas asociadas";""
"993";"Transferencia por deterioro de ajustes valorativos negativos previos, empresas del grupo";""
"994";"Transferencia por deterioro de ajustes valorativos negativos previos, empresas asociadas";""
"1000000000";"Capital social";""
"1010000000";"Fondo social";""
"1020000000";"Capital";""
"1030000000";"Socios por desembolsos no exigidos, capital social";""
"1034000000";"Socios por desembolsos no exigidos, capital pendiente de inscripción";""
"1040000000";"Socios por aportaciones no dinerarias pendientes, capital social";""
"1044000000";"Socios por aportaciones no dinerarias pendientes, capital pendiente de inscripción";""
"1080000000";"Acciones o participaciones propias en situaciones especiales";""
"1090000000";"Acciones o participaciones propias para reducción de capital";""
"1100000000";"Prima de emisión o asunción";""
"1110000000";"Patrimonio neto por emisión de instrumentos financieros compuestos";""
"1111000000";"Resto de instrumentos de patrimonio neto";""
"1120000000";"Reserva legal";""
"1130000000";"Reservas voluntarias";""
"1140000000";"Reservas para acciones o participaciones de la sociedad dominante";""
"1141000000";"Reservas estatutarias";""
"1142000000";"Reserva por capital amortizado";""
"1143000000";"Reserva por fondo de comercio";""
"1144000000";"Reservas por acciones propias aceptadas en garantía";""
"1150000000";"Reservas por pérdidas y ganancias actuariales y otros ajustes";""
"1180000000";"Aportaciones de socios o propietarios";""
"1190000000";"Diferencias por ajuste del capital a euros";""
"1200000000";"Remanente";""
"1210000000";"Resultados negativos de ejercicios anteriores";""
"1290000000";"Resultado del ejercicio";""
"1300000000";"Subvenciones oficiales de capital";""
"1310000000";"Donaciones y legados de capital";""
"1320000000";"Otras subvenciones, donaciones y legados";""
"1330000000";"Ajustes por valoración en activos financieros disponibles para la venta";""
"1340000000";"Cobertura de flujos de efectivo";""
"1341000000";"Cobertura de una inversión neta en un negocio en el extranjero";""
"1350000000";"Diferencias de conversión";""
"1360000000";"Ajustes por valoración en activos no corrientes y grupos enajenables de elementos, mantenidos para la venta";""
"1370000000";"Ingresos fiscales por diferencias permanentes a distribuir en varios ejercicios";""
"1371000000";"Ingresos fiscales por deducciones y bonificaciones a distribuir en varios ejercicios";""
"1400000000";"Provisión por retribuciones a largo plazo al personal";""
"1410000000";"Provisión para impuestos";""
"1420000000";"Provisión para otras responsabilidades";""
"1430000000";"Provisión por desmantelamiento, retiro o rehabilitación del inmovilizado";""
"1450000000";"Provisión para actuaciones medioambientales";""
"1460000000";"Provisión para reestructuraciones";""
"1470000000";"Provisión por transacciones con pagos basados en instrumentos de patrimonio";""
"1500000000";"Acciones o participaciones a largo plazo consideradas como pasivos financieros";""
"1533000000";"Desembolsos no exigidos, empresas del grupo";""
"1534000000";"Desembolsos no exigidos, empresas asociadas";""
"1535000000";"Desembolsos no exigidos, otras partes vinculadas";""
"1536000000";"Otros desembolsos no exigidos";""
"1543000000";"Aportaciones no dinerarias pendientes, empresas del grupo";""
"1544000000";"Aportaciones no dinerarias pendientes, empresas asociadas";""
"1545000000";"Aportaciones no dinerarias pendientes, otras partes vinculadas";""
"1546000000";"Otras aportaciones no dinerarias pendientes";""
"1603000000";"Deudas a largo plazo con entidades de crédito, empresas del grupo";""
"1604000000";"Deudas a largo plazo con entidades de crédito, empresas asociadas";""
"1605000000";"Deudas a largo plazo con otras entidades de crédito vinculadas";""
"1613000000";"Proveedores de inmovilizado a largo plazo, empresas del grupo";""
"1614000000";"Proveedores de inmovilizado a largo plazo, empresas asociadas";""
"1615000000";"Proveedores de inmovilizado a largo plazo, otras partes vinculadas";""
"1623000000";"Acreedores por arrendamiento financiero a largo plazo, empresas de grupo";""
"1624000000";"Acreedores por arrendamiento financiero a largo plazo, empresas asociadas";""
"1625000000";"Acreedores por arrendamiento financiero a largo plazo, otras partes vinculadas.";""
"1633000000";"Otras deudas a largo plazo, empresas del grupo";""
"1634000000";"Otras deudas a largo plazo, empresas asociadas";""
"1635000000";"Otras deudas a largo plazo, con otras partes vinculadas";""
"1700000000";"Deudas a largo plazo con entidades de crédito";""
"1710000000";"Deudas a largo plazo";""
"1720000000";"Deudas a largo plazo transformables en subvenciones, donaciones y legados";""
"1730000000";"Proveedores de inmovilizado a largo plazo";""
"1740000000";"Acreedores por arrendamiento financiero a largo plazo";""
"1750000000";"Efectos a pagar a largo plazo";""
"1765000000";"Pasivos por derivados financieros a largo plazo, cartera de negociación";""
"1768000000";"Pasivos por derivados financieros a largo plazo, instrumentos de cobertura";""
"1770000000";"Obligaciones y bonos";""
"1780000000";"Obligaciones y bonos convertibles";""
"1790000000";"Deudas representadas en otros valores negociables";""
"1800000000";"Fianzas recibidas a largo plazo";""
"1810000000";"Anticipos recibidos por ventas o prestaciones de servicios a largo plazo";""
"1850000000";"Depósitos recibidos a largo plazo";""
"1890000000";"Garantías financieras a largo plazo";""
"1900000000";"Acciones o participaciones emitidas";""
"1920000000";"Suscriptores de acciones";""
"1940000000";"Capital emitido pendiente de inscripción";""
"1950000000";"Acciones o participaciones emitidas consideradas como pasivos financieros";""
"1970000000";"Suscriptores de acciones consideradas como pasivos financieros";""
"1990000000";"Acciones o participaciones emitidas consideradas como pasivos financieros pendientes de inscripción.";""
"2000000000";"Investigación";""
"2010000000";"Desarrollo";""
"2020000000";"Concesiones administrativas";""
"2030000000";"Propiedad industrial";""
"2040000000";"Fondo de comercio";""
"2050000000";"Derechos de traspaso";""
"2060000000";"Aplicaciones informáticas";""
"2090000000";"Anticipos para inmovilizaciones intangibles";""
"2100000000";"Terrenos y bienes naturales";""
"2110000000";"Construcciones";""
"2120000000";"Instalaciones técnicas";""
"2130000000";"Maquinaria";""
"2140000000";"Utillaje";""
"2150000000";"Otras instalaciones";""
"2160000000";"Mobiliario";""
"2170000000";"Equipos para procesos de información";""
"2180000000";"Elementos de transporte";""
"2190000000";"Otro inmovilizado material";""
"2200000000";"Inversiones en terrenos y bienes naturales";""
"2210000000";"Inversiones en construcciones";""
"2300000000";"Adaptación de terrenos y bienes naturales";""
"2310000000";"Construcciones en curso";""
"2320000000";"Instalaciones técnicas en montaje";""
"2330000000";"Maquinaria en montaje";""
"2370000000";"Equipos para procesos de información en montaje";""
"2390000000";"Anticipos para inmovilizaciones materiales";""
"2403000000";"Participaciones a largo plazo en empresas del grupo";""
"2404000000";"Participaciones a largo plazo en empresas asociadas";""
"2405000000";"Participaciones a largo plazo en otras partes vinculadas";""
"2413000000";"Valores representativos de deuda a largo plazo de empresas del grupo";""
"2414000000";"Valores representativos de deuda a largo plazo de empresas asociadas";""
"2415000000";"Valores representativos de deuda a largo plazo de otras partes vinculadas";""
"2423000000";"Créditos a largo plazo a empresas del grupo";""
"2424000000";"Créditos a largo plazo a empresas asociadas";""
"2425000000";"Créditos a largo plazo a otras partes vinculadas";""
"2493000000";"Desembolsos pendientes sobre participaciones a largo plazo en empresas del grupo.";""
"2494000000";"Desembolsos pendientes sobre participaciones a largo plazo en empresas asociadas.";""
"2495000000";"Desembolsos pendientes sobre participaciones a largo plazo en otras partes vinculadas";""
"2500000000";"Inversiones financieras a largo plazo en instrumentos de patrimonio";""
"2510000000";"Valores representativos de deuda a largo plazo";""
"2520000000";"Créditos a largo plazo";""
"2530000000";"Créditos a largo plazo por enajenación de inmovilizado";""
"2540000000";"Créditos a largo plazo al personal";""
"2550000000";"Activos por derivados financieros a largo plazo, cartera de negociación";""
"2553000000";"Activos por derivados financieros a largo plazo, instrumentos de cobertura";""
"2570000000";"Derechos de reembolso derivados de contratos de seguro relativos a retribuciones a largo plazo al personal";""
"2580000000";"Imposiciones a largo plazo";""
"2590000000";"Desembolsos pendientes sobre participaciones en el patrimonio neto a largo plazo";""
"2600000000";"Fianzas constituidas a largo plazo";""
"2650000000";"Depósitos constituidos a largo plazo";""
"2800000000";"Amortización acumulada de investigación";""
"2801000000";"Amortización acumulada de desarrollo";""
"2802000000";"Amortización acumulada de concesiones administrativas";""
"2803000000";"Amortización acumulada de propiedad industrial";""
"2805000000";"Amortización acumulada de derechos de traspaso";""
"2806000000";"Amortización acumulada de aplicaciones informáticas";""
"2811000000";"Amortización acumulada de construcciones";""
"2812000000";"Amortización acumulada de instalaciones técnicas";""
"2813000000";"Amortización acumulada de maquinaria";""
"2814000000";"Amortización acumulada de utillaje";""
"2815000000";"Amortización acumulada de otras instalaciones";""
"2816000000";"Amortización acumulada de mobiliario";""
"2817000000";"Amortización acumulada de equipos para procesos de información";""
"2818000000";"Amortización acumulada de elementos de transporte";""
"2819000000";"Amortización acumulada de otro inmovilizado material";""
"2820000000";"Amortización acumulada de las inversiones inmobiliarias";""
"2900000000";"Deterioro de valor de investigación";""
"2901000000";"Deterioro del valor de desarrollo";""
"2902000000";"Deterioro de valor de concesiones administrativas";""
"2903000000";"Deterioro de valor de propiedad industrial";""
"2905000000";"Deterioro de valor de derechos de traspaso";""
"2906000000";"Deterioro de valor de aplicaciones informáticas";""
"2910000000";"Deterioro de valor de terrenos y bienes naturales";""
"2911000000";"Deterioro de valor de construcciones";""
"2912000000";"Deterioro de valor de instalaciones técnicas";""
"2913000000";"Deterioro de valor de maquinaria";""
"2914000000";"Deterioro de valor de utillaje";""
"2915000000";"Deterioro de valor de otras instalaciones";""
"2916000000";"Deterioro de valor de mobiliario";""
"2917000000";"Deterioro de valor de equipos para procesos de información";""
"2918000000";"Deterioro de valor de elementos de transporte";""
"2919000000";"Deterioro de valor de otro inmovilizado material";""
"2920000000";"Deterioro de valor de los terrenos y bienes naturales";""
"2921000000";"Deterioro de valor de construcciones";""
"2933000000";"Deterioro de valor de participaciones a largo plazo en empresas del grupo";""
"2934000000";"Deterioro de valor de participaciones a largo plazo en empresas asociadas";""
"2943000000";"Deterioro de valor de valores representativos de deuda a largo plazo de empresas del grupo";""
"2944000000";"Deterioro de valor de valores representativos de deuda a largo plazo de empresas asociadas";""
"2945000000";"Deterioro de valor de valores representativos de deuda a largo plazo de otras partes vinculadas";""
"2953000000";"Deterioro de valor de créditos a largo plazo a empresas del grupo";""
"2954000000";"Deterioro de valor de créditos a largo plazo a empresas asociadas";""
"2955000000";"Deterioro de valor de créditos a largo plazo a otras partes vinculadas";""
"2970000000";"Deterioro de valor de valores representativos de deuda a largo plazo";""
"2980000000";"Deterioro de valor de créditos a largo plazo";""
"3000000000";"Mercaderías a";""
"3010000000";"Mercaderías b";""
"3100000000";"Materias primas a";""
"3110000000";"Materias primas b";""
"3200000000";"Elementos y conjuntos incorporables";""
"3210000000";"Combustibles";""
"3220000000";"Repuestos";""
"3250000000";"Materiales diversos";""
"3260000000";"Embalajes";""
"3270000000";"Envases";""
"3280000000";"Material de oficina";""
"3300000000";"Productos en curso a";""
"3310000000";"Productos en curso b";""
"3400000000";"Productos semiterminados a";""
"3410000000";"Productos semiterminados b";""
"3500000000";"Productos terminados a";""
"3510000000";"Productos terminados b";""
"3600000000";"Subproductos a";""
"3610000000";"Subproductos b";""
"3650000000";"Residuos a";""
"3660000000";"Residuos b";""
"3680000000";"Materiales recuperados a";""
"3690000000";"Materiales recuperados b";""
"3900000000";"Deterioro de valor de las mercaderías";""
"3910000000";"Deterioro de valor de las materias primas";""
"3920000000";"Deterioro de valor de otros aprovisionamientos";""
"3930000000";"Deterioro de valor de los productos en curso";""
"3940000000";"Deterioro de valor de los productos semiterminados";""
"3950000000";"Deterioro de valor de los productos terminados";""
"3960000000";"Deterioro de valor de los subproductos, residuos y materiales recuperados";""
"4000000000";"Proveedores";""
"4004000000";"Proveedores (moneda extranjera)";""
"4009000000";"Proveedores, facturas pendientes de recibir o de formalizar";""
"4010000000";"Proveedores, efectos comerciales a pagar";""
"4030000000";"Proveedores, empresas del grupo (euros)";""
"4031000000";"Efectos comerciales a pagar, empresas del grupo";""
"4034000000";"Proveedores, empresas del grupo (moneda extranjera)";""
"4036000000";"Envases y embalajes a devolver a proveedores, empresas del grupo";""
"4039000000";"Proveedores, empresas del grupo, facturas pendientes de recibir o de formalizar";""
"4040000000";"Proveedores, empresas asociadas";""
"4050000000";"Proveedores, otras partes vinculadas";""
"4060000000";"Envases y embalajes a devolver a proveedores";""
"4070000000";"Anticipos a proveedores";""
"4100000000";"Acreedores";""
